person_list,cluster,vipr_score,vipr_weight,sentiment_score,circulation_size,mention_count,cluster_label
Lance Slatton,1.0,565.0,823.0,1.0,893.0,2,Lower Visibility / Negative Tone
Laura Herman,1.0,565.0,823.0,1.0,893.0,2,Lower Visibility / Negative Tone
Laura Stubberud,1.0,565.0,823.0,1.0,893.0,2,Lower Visibility / Negative Tone
Laurette Klier,1.0,565.0,823.0,1.0,893.0,2,Lower Visibility / Negative Tone
Leslie Fuller,1.0,565.0,823.0,1.0,893.0,2,Lower Visibility / Negative Tone
Lisa Angeles,1.0,565.0,823.0,1.0,893.0,2,Lower Visibility / Negative Tone
Lisa Skinner,1.0,565.0,823.0,1.0,893.0,2,Lower Visibility / Negative Tone
Lori Bey,1.0,565.0,823.0,1.0,893.0,2,Lower Visibility / Negative Tone
Pam Communicating,1.0,565.0,823.0,1.0,893.0,2,Lower Visibility / Negative Tone
Pete Hill,1.0,565.0,823.0,1.0,893.0,2,Lower Visibility / Negative Tone
Ruth Davis,1.0,565.0,823.0,1.0,893.0,2,Lower Visibility / Negative Tone
Vicki Klerk-Rubin,1.0,565.0,823.0,1.0,893.0,2,Lower Visibility / Negative Tone
Stockman,1.0,562.5,479.0,22.5,969.5,2,Lower Visibility / Negative Tone
Kirk Siegler,1.0,555.0,594.0,6.5,195539.5,2,Lower Visibility / Negative Tone
Martin Coldorf,1.0,553.5,79.0,13.5,736554.5,2,Lower Visibility / Negative Tone
David Leffler,1.0,550.0,350.0,1.0,1432.0,2,Lower Visibility / Negative Tone
Golo,1.0,550.0,600.0,3.0,1199033.5,2,Lower Visibility / Negative Tone
Guy Peter,1.0,550.0,467.5,1.0,786.5,2,Lower Visibility / Negative Tone
Leeds,1.0,550.0,383.0,1.0,75186.5,2,Lower Visibility / Negative Tone
Sean Penn,1.0,550.0,467.5,1.0,786.5,2,Lower Visibility / Negative Tone
Smita,1.0,550.0,675.0,-6.0,31056.5,2,Lower Visibility / Negative Tone
Habi,1.0,546.0,258.0,0.0,72857.0,2,Lower Visibility / Negative Tone
John Dingell,1.0,546.0,693.0,4.0,87134.0,2,Lower Visibility / Negative Tone
Mohammad Salem,1.0,546.0,246.0,1.0,58109.5,2,Lower Visibility / Negative Tone
Cavalier Johnson,1.0,545.0,233.0,-14.5,29312.5,2,Lower Visibility / Negative Tone
Lisa Mccrae,1.0,545.0,255.0,-1.0,10403.0,2,Lower Visibility / Negative Tone
Mohs,1.0,542.5,202.5,3.5,8518.0,2,Lower Visibility / Negative Tone
Akashi,1.0,540.0,233.0,2.5,3601560.5,2,Lower Visibility / Negative Tone
Eric Swenson,1.0,540.0,216.0,-10.0,440181.0,2,Lower Visibility / Negative Tone
Liang Al,1.0,540.0,654.0,2.5,52260132.0,2,Lower Visibility / Negative Tone
Babysitter,1.0,525.0,173.0,3.0,1520.0,2,Lower Visibility / Negative Tone
Crow,1.0,525.0,250.0,3.0,6952.0,2,Lower Visibility / Negative Tone
Kevin Randall,1.0,525.0,391.5,3.5,1041.5,2,Lower Visibility / Negative Tone
Leonard Leo,1.0,525.0,344.5,1.5,1145667.0,2,Lower Visibility / Negative Tone
Brian Everett,1.0,500.0,825.0,2.0,92902.0,2,Lower Visibility / Negative Tone
Founder Kolos,1.0,500.0,825.0,2.0,92902.0,2,Lower Visibility / Negative Tone
Jodi Jackson,1.0,500.0,825.0,2.0,92902.0,2,Lower Visibility / Negative Tone
Laurie Farmer,1.0,500.0,825.0,2.0,92902.0,2,Lower Visibility / Negative Tone
Rajiv Saini,1.0,500.0,825.0,2.0,92902.0,2,Lower Visibility / Negative Tone
Scott Stier,1.0,500.0,825.0,2.0,92902.0,2,Lower Visibility / Negative Tone
Syphilis Testing,1.0,500.0,700.0,0.5,107951.0,2,Lower Visibility / Negative Tone
Antoine Gessain,1.0,498.0,78.0,8.5,1317.0,2,Lower Visibility / Negative Tone
Dupuytren,1.0,494.0,535.0,-2.5,11171.0,2,Lower Visibility / Negative Tone
Datuk Dr,1.0,484.0,258.0,2.0,90789.5,2,Lower Visibility / Negative Tone
Kilmarbrago Garcia,1.0,475.0,512.5,-5.5,24338.5,2,Lower Visibility / Negative Tone
Oveta Hobby,1.0,474.0,309.0,-4.0,286913.0,2,Lower Visibility / Negative Tone
Karen Travers,1.0,473.0,198.0,2.0,11804.0,2,Lower Visibility / Negative Tone
Lara Johnson,0.0,469.0,609.5,-0.5,13065340.0,2,High Visibility / Negative Tone
Raccoons,1.0,469.0,569.0,3.5,19338.5,2,Lower Visibility / Negative Tone
Macron,0.0,467.0,524.5,1.0,1129933.5,2,High Visibility / Negative Tone
Rob Wilcox,1.0,457.5,412.5,4.0,128562.0,2,Lower Visibility / Negative Tone
Woody Harrelson,1.0,453.0,249.5,1.5,1680.5,2,Lower Visibility / Negative Tone
Russell Danielson,1.0,451.0,783.0,0.5,14476.0,2,Lower Visibility / Negative Tone
Onkar Mudhar,1.0,450.0,183.0,3.0,10587.5,2,Lower Visibility / Negative Tone
Helen Talbot,1.0,443.5,108.0,4.5,26588.5,2,Lower Visibility / Negative Tone
Darrell George,1.0,440.0,638.5,-3.5,19332.0,2,Lower Visibility / Negative Tone
Diana Cervantes,1.0,440.0,313.5,-0.5,1101.5,2,Lower Visibility / Negative Tone
Jackson Lee,1.0,440.0,638.5,-3.5,19332.0,2,Lower Visibility / Negative Tone
Tom Perumian,1.0,440.0,638.5,-3.5,19332.0,2,Lower Visibility / Negative Tone
Carl Weathers,1.0,438.0,518.0,-3.0,317154.5,2,Lower Visibility / Negative Tone
Matt Cardy,1.0,434.0,169.0,8.0,995.5,2,Lower Visibility / Negative Tone
Hiv-infection-rhesus-monkey-model.html,1.0,424.0,601.0,10.0,33194.5,2,Lower Visibility / Negative Tone
Li Discipline,1.0,424.0,404.0,2.0,53343.5,2,Lower Visibility / Negative Tone
Rhesus Model,1.0,424.0,601.0,10.0,33194.5,2,Lower Visibility / Negative Tone
Rhesus Models,1.0,424.0,601.0,10.0,33194.5,2,Lower Visibility / Negative Tone
Josh Associated,1.0,421.0,213.0,0.5,422079.0,2,Lower Visibility / Negative Tone
Robert Green,1.0,419.0,155.5,2.5,237219.5,2,Lower Visibility / Negative Tone
Omkar Nisal,1.0,410.5,73.0,14.5,3501.5,2,Lower Visibility / Negative Tone
Rhapsody Api-Enabled,1.0,410.5,73.0,14.5,3501.5,2,Lower Visibility / Negative Tone
Rhapsody Rhapsody,1.0,410.5,73.0,14.5,3501.5,2,Lower Visibility / Negative Tone
Steven Flockhart,1.0,410.5,73.0,14.5,3501.5,2,Lower Visibility / Negative Tone
Elvin,1.0,400.0,1029.0,0.5,64786.0,2,Lower Visibility / Negative Tone
Rita,0.0,400.0,500.0,0.5,4121145.5,2,High Visibility / Negative Tone
Howard Kopel,1.0,391.5,1141.5,0.5,79627.0,2,Lower Visibility / Negative Tone
Simbu,1.0,390.0,120.5,-4.0,3826.5,2,Lower Visibility / Negative Tone
Ai-ris,1.0,375.0,300.0,-10.5,5935.5,2,Lower Visibility / Negative Tone
Beth Israel,1.0,375.0,300.0,-10.5,5935.5,2,Lower Visibility / Negative Tone
Chiquita,1.0,375.0,225.0,1.0,1041.0,2,Lower Visibility / Negative Tone
Eating Produce,1.0,375.0,412.5,15.0,30952.5,2,Lower Visibility / Negative Tone
Varun Subramaniam,1.0,375.0,412.5,15.0,30952.5,2,Lower Visibility / Negative Tone
Yonekura Collier,1.0,375.0,300.0,-10.5,5935.5,2,Lower Visibility / Negative Tone
Brian Mcnoldy,1.0,367.5,515.5,14.0,467.5,2,Lower Visibility / Negative Tone
Mammalia,1.0,367.0,382.0,-3.0,14530.5,2,Lower Visibility / Negative Tone
Yogi Adityanath,0.0,365.0,345.0,0.5,4554757.5,2,High Visibility / Negative Tone
Sin,1.0,362.5,212.5,-5.5,2311.0,2,Lower Visibility / Negative Tone
Robert Groysman,1.0,360.0,360.0,8.5,1295.5,2,Lower Visibility / Negative Tone
Kimberly Douglas,0.0,350.0,150.0,2.0,4289635.0,2,High Visibility / Negative Tone
Northampton,1.0,350.0,87.5,14.0,1508.0,2,Lower Visibility / Negative Tone
Tamara Olt,0.0,350.0,150.0,2.0,4289635.0,2,High Visibility / Negative Tone
Resin,1.0,344.0,163.0,-0.5,3819.5,2,Lower Visibility / Negative Tone
Lefrancq,1.0,337.5,362.5,1.5,457100.0,2,Lower Visibility / Negative Tone
Paul Saladino,1.0,337.5,62.5,9.0,379074.5,2,Lower Visibility / Negative Tone
David Pocock,1.0,330.0,633.0,-2.0,154672.5,2,Lower Visibility / Negative Tone
Forrester,1.0,325.0,237.5,2.5,15614.0,2,Lower Visibility / Negative Tone
John Aaron,1.0,325.0,212.5,-0.5,2923.5,2,Lower Visibility / Negative Tone
Akron,1.0,320.0,1492.5,6.0,21161.0,2,Lower Visibility / Negative Tone
Booster Seat,1.0,316.5,339.5,-3.5,9754.0,2,Lower Visibility / Negative Tone
Potty Seat,1.0,316.5,339.5,-3.5,9754.0,2,Lower Visibility / Negative Tone
Neal Barnard,1.0,312.5,362.5,12.5,257951.5,2,Lower Visibility / Negative Tone
Hunterdon,1.0,300.0,512.5,0.5,167220.5,2,Lower Visibility / Negative Tone
Madeleine Dean,0.0,300.0,375.0,1.5,4173735.0,2,High Visibility / Negative Tone
Scripps,1.0,300.0,225.0,-5.5,424393.5,2,Lower Visibility / Negative Tone
Oladapo,1.0,292.5,467.5,0.5,8243.0,2,Lower Visibility / Negative Tone
Jennifer Holton,1.0,287.5,300.0,9.5,1993517.5,2,Lower Visibility / Negative Tone
Kennedey,1.0,287.5,75.5,11.5,374491.0,2,Lower Visibility / Negative Tone
Abby Sewell,1.0,285.0,60.0,3.0,767.0,2,Lower Visibility / Negative Tone
Tips,0.0,278.0,1103.0,0.5,4830835.0,2,High Visibility / Negative Tone
Perform,1.0,275.0,862.5,5.5,157063.5,2,Lower Visibility / Negative Tone
Sage Miller,1.0,271.0,404.0,0.5,1149023.0,2,Lower Visibility / Negative Tone
Wenatchee,1.0,268.5,254.0,6.5,1136.0,2,Lower Visibility / Negative Tone
Suffolk,1.0,266.5,160.0,-3.5,122581.5,2,Lower Visibility / Negative Tone
Giza,1.0,265.0,307.5,1.0,19380.5,2,Lower Visibility / Negative Tone
Takara Taq,1.0,265.0,324.0,1.0,15199.0,2,Lower Visibility / Negative Tone
Tonya,1.0,265.0,615.0,-2.0,479581.0,2,Lower Visibility / Negative Tone
Upper Egypt,1.0,265.0,307.5,1.0,19380.5,2,Lower Visibility / Negative Tone
Alison Bechdel,1.0,259.0,155.5,5.0,1051.5,2,Lower Visibility / Negative Tone
Elizabeth Bailey,1.0,254.0,339.5,1.0,1797.0,2,Lower Visibility / Negative Tone
Siew-Veena Sahi,1.0,254.0,339.5,1.0,1797.0,2,Lower Visibility / Negative Tone
David Dewitt,1.0,250.0,425.0,0.5,731.5,2,Lower Visibility / Negative Tone
Vaccines Immunother,1.0,250.0,750.0,4.0,2176.5,2,Lower Visibility / Negative Tone
David Quammen,1.0,245.0,535.5,-3.0,14839.5,2,Lower Visibility / Negative Tone
Patrick Bonnie,1.0,242.0,556.0,-8.5,5605.5,2,Lower Visibility / Negative Tone
Mix,1.0,241.0,535.5,-2.5,1403.0,2,Lower Visibility / Negative Tone
Mosquito Habitat,1.0,237.5,112.5,9.5,217161.0,2,Lower Visibility / Negative Tone
Maguire,1.0,235.5,219.5,-3.5,2455.0,2,Lower Visibility / Negative Tone
Calusa Waterkeeper,1.0,229.0,413.0,-2.5,28716.5,2,Lower Visibility / Negative Tone
Guana Casta,1.0,228.0,591.5,10.0,162234.0,2,Lower Visibility / Negative Tone
Thatcher,1.0,227.5,378.5,0.5,2170.0,2,Lower Visibility / Negative Tone
Anne Arundel,1.0,225.0,550.0,1.5,1103.5,2,Lower Visibility / Negative Tone
Doca,1.0,225.0,422.0,3.0,869.0,2,Lower Visibility / Negative Tone
Dana Savir,1.0,224.0,344.0,3.5,76684.0,2,Lower Visibility / Negative Tone
David Sbarra,0.0,224.0,194.0,6.0,194215.5,2,High Visibility / Negative Tone
Hookup,0.0,224.0,194.0,6.0,194215.5,2,High Visibility / Negative Tone
Islam Saleh,1.0,224.0,344.0,3.5,76684.0,2,Lower Visibility / Negative Tone
Jeremy Nobel,0.0,224.0,194.0,6.0,194215.5,2,High Visibility / Negative Tone
Kelli Miller,0.0,224.0,194.0,6.0,194215.5,2,High Visibility / Negative Tone
Ruben Gallego,1.0,224.0,854.5,3.5,144832.0,2,Lower Visibility / Negative Tone
Dianna,1.0,223.0,244.5,0.0,1331944.5,2,Lower Visibility / Negative Tone
Hilda Mulrooney,1.0,220.0,855.0,9.5,50492.5,2,Lower Visibility / Negative Tone
Vistara,1.0,220.0,416.5,-1.0,7032.5,2,Lower Visibility / Negative Tone
Iyad Al-Jabri,1.0,218.0,470.5,8.0,4569079.0,2,Lower Visibility / Negative Tone
Jihan Mansour,1.0,218.0,470.5,8.0,4569079.0,2,Lower Visibility / Negative Tone
Mohammed Rahma,1.0,218.0,470.5,8.0,4569079.0,2,Lower Visibility / Negative Tone
Saeed Sobh,1.0,218.0,470.5,8.0,4569079.0,2,Lower Visibility / Negative Tone
Erik Svendsen,1.0,216.0,180.0,1.5,1032.0,2,Lower Visibility / Negative Tone
Jon Alterman,1.0,206.0,379.0,12.5,245373.0,2,Lower Visibility / Negative Tone
Abigail Al,1.0,205.5,287.5,-6.0,3703.5,2,Lower Visibility / Negative Tone
Carla Irani,1.0,205.5,287.5,-6.0,3703.5,2,Lower Visibility / Negative Tone
Dorra Gharbi,1.0,205.5,287.5,-6.0,3703.5,2,Lower Visibility / Negative Tone
Foxboro,1.0,205.5,141.5,10.0,943.5,2,Lower Visibility / Negative Tone
Jennifer Koplin,1.0,205.5,287.5,-6.0,3703.5,2,Lower Visibility / Negative Tone
Jenny Martinsson,1.0,205.5,287.5,-6.0,3703.5,2,Lower Visibility / Negative Tone
Kase Tanno,1.0,205.5,287.5,-6.0,3703.5,2,Lower Visibility / Negative Tone
Luciana Tanno,1.0,205.5,287.5,-6.0,3703.5,2,Lower Visibility / Negative Tone
Lycett K,1.0,205.5,287.5,-6.0,3703.5,2,Lower Visibility / Negative Tone
Michele Antonelli,1.0,205.5,287.5,-6.0,3703.5,2,Lower Visibility / Negative Tone
Peters Rl,1.0,205.5,287.5,-6.0,3703.5,2,Lower Visibility / Negative Tone
Rachel Peter,1.0,205.5,287.5,-6.0,3703.5,2,Lower Visibility / Negative Tone
Rachel Peters,1.0,205.5,287.5,-6.0,3703.5,2,Lower Visibility / Negative Tone
Soriano Vx,1.0,205.5,287.5,-6.0,3703.5,2,Lower Visibility / Negative Tone
Dave Parker,1.0,200.0,1350.0,4.0,56827.5,2,Lower Visibility / Negative Tone
Lehmann,1.0,191.5,927.0,0.5,19101.5,2,Lower Visibility / Negative Tone
Mark Sudol,1.0,191.5,691.5,0.5,1180447.0,2,Lower Visibility / Negative Tone
Janine Hurst,1.0,187.5,100.0,-22.5,9694.5,2,Lower Visibility / Negative Tone
Donald Overseer,1.0,176.5,395.5,-5.5,1384479.0,2,Lower Visibility / Negative Tone
Kendrick Kennedy,1.0,176.5,395.5,-5.5,1384479.0,2,Lower Visibility / Negative Tone
Daniela Levine-Cava,1.0,175.0,142.5,7.0,5810.5,2,Lower Visibility / Negative Tone
Ashley Dominguez,1.0,170.0,340.0,2.0,903.5,2,Lower Visibility / Negative Tone
Bill Massey,1.0,170.0,340.0,2.0,903.5,2,Lower Visibility / Negative Tone
Bill Orleans,1.0,170.0,340.0,2.0,903.5,2,Lower Visibility / Negative Tone
Globalvet Dx,1.0,170.0,340.0,2.0,903.5,2,Lower Visibility / Negative Tone
Kutrucz,1.0,170.0,340.0,2.0,903.5,2,Lower Visibility / Negative Tone
Leon Guerrero,1.0,168.0,157.0,1.5,3993.0,2,Lower Visibility / Negative Tone
Related Health,1.0,168.0,120.5,-9.5,12738.5,2,Lower Visibility / Negative Tone
Debora,1.0,150.0,187.5,6.0,1017.0,2,Lower Visibility / Negative Tone
Deborah Patta,1.0,150.0,187.5,6.0,1017.0,2,Lower Visibility / Negative Tone
Jeff Cardinale,1.0,150.0,187.5,6.0,1017.0,2,Lower Visibility / Negative Tone
Ky Rosol,1.0,150.0,575.0,1.0,2624.5,2,Lower Visibility / Negative Tone
Markus Lindblad,1.0,150.0,325.0,8.0,455078.5,2,Lower Visibility / Negative Tone
Mayra Paniaqua,1.0,150.0,187.5,6.0,1017.0,2,Lower Visibility / Negative Tone
Megan Hanson,1.0,150.0,325.0,8.0,455078.5,2,Lower Visibility / Negative Tone
Mouhanad Hammami,1.0,150.0,187.5,6.0,1017.0,2,Lower Visibility / Negative Tone
Nicokick,1.0,150.0,325.0,8.0,455078.5,2,Lower Visibility / Negative Tone
Paskett,1.0,150.0,300.0,0.5,449902.5,2,Lower Visibility / Negative Tone
Carly Wilson,1.0,143.0,881.0,1.0,651575.0,2,Lower Visibility / Negative Tone
Ypsilanti,1.0,140.0,455.0,7.0,884.0,2,Lower Visibility / Negative Tone
Francisco Diez-Gonzalez,1.0,137.5,162.5,5.5,3772.0,2,Lower Visibility / Negative Tone
George.,1.0,135.0,292.5,-6.5,966.0,2,Lower Visibility / Negative Tone
Gianni Poce,1.0,131.5,260.5,1.5,7961.0,2,Lower Visibility / Negative Tone
Rampant,1.0,131.0,566.5,1.0,2242.0,2,Lower Visibility / Negative Tone
Abdul Haq,1.0,127.0,164.0,1.5,1349129.0,2,Lower Visibility / Negative Tone
Asma Rahbin,1.0,127.0,164.0,1.5,1349129.0,2,Lower Visibility / Negative Tone
Jamshed Tanoli,1.0,127.0,164.0,1.5,1349129.0,2,Lower Visibility / Negative Tone
Mini,1.0,127.0,348.0,0.5,537061.5,2,Lower Visibility / Negative Tone
Sakhi Mohammad,1.0,127.0,164.0,1.5,1349129.0,2,Lower Visibility / Negative Tone
Waisuddin Ebrahimi,1.0,127.0,164.0,1.5,1349129.0,2,Lower Visibility / Negative Tone
Matt Biggs,1.0,126.0,351.0,0.5,1026.0,2,Lower Visibility / Negative Tone
Inn,1.0,125.0,362.5,5.0,1981.5,2,Lower Visibility / Negative Tone
Robert Redfield,0.0,125.0,675.0,0.0,8358041.5,2,High Visibility / Negative Tone
Healthy Heart,1.0,118.0,583.0,-14.5,2551.0,2,Lower Visibility / Negative Tone
Ban,1.0,115.0,257.0,12.5,6636875.0,2,Lower Visibility / Negative Tone
Sebastian Lighvani,1.0,105.5,119.5,8.0,1066.0,2,Lower Visibility / Negative Tone
Plos Med.,1.0,100.0,336.5,-4.0,564.0,2,Lower Visibility / Negative Tone
Jack Spear,0.0,92.0,406.0,2.0,4267436.0,2,High Visibility / Negative Tone
Sam Choinski,1.0,87.5,607.5,-1.5,94766.0,2,Lower Visibility / Negative Tone
St Square,1.0,87.5,262.5,0.5,3575.5,2,Lower Visibility / Negative Tone
Marty Makary,0.0,84.0,116.5,1.5,11292523.5,2,High Visibility / Negative Tone
Highway,1.0,75.0,458.5,6.0,14151.5,2,Lower Visibility / Negative Tone
Steven Jong,1.0,65.5,414.5,0.5,1080.5,2,Lower Visibility / Negative Tone
Colette Delawalla,1.0,55.0,355.5,0.0,17394.0,2,Lower Visibility / Negative Tone
Mary Miller,1.0,51.5,184.0,0.5,1008.0,2,Lower Visibility / Negative Tone
Shohei Otani,1.0,50.0,525.0,-0.5,446622.0,2,Lower Visibility / Negative Tone
Michael Learmonth,1.0,41.5,610.0,12.5,620.5,2,Lower Visibility / Negative Tone
Listeria Unit,1.0,39.0,480.5,0.5,7418.5,2,Lower Visibility / Negative Tone
David Moreno,1.0,34.0,190.5,-25.0,551.5,2,Lower Visibility / Negative Tone
He. Amb,1.0,31.0,240.5,-2.5,53056.0,2,Lower Visibility / Negative Tone
Regina Chinsio-Kwong,1.0,26.0,407.5,7.5,856.5,2,Lower Visibility / Negative Tone
Laura Dwyer-Lindgren,1.0,25.0,125.0,-13.0,977.5,2,Lower Visibility / Negative Tone
Peter Kasson,1.0,25.0,187.5,-1.0,235780.5,2,Lower Visibility / Negative Tone
Nabil Ali,1.0,20.0,67.5,-23.0,914.0,2,Lower Visibility / Negative Tone
Mark Potter,0.0,17.0,407.0,-0.5,9455827.5,2,High Visibility / Negative Tone
Michael Boston,0.0,17.0,407.0,-0.5,9455827.5,2,High Visibility / Negative Tone
Michael Byer,0.0,17.0,407.0,-0.5,9455827.5,2,High Visibility / Negative Tone
Mirah,0.0,17.0,407.0,-0.5,9455827.5,2,High Visibility / Negative Tone
Erin Ariss,1.0,12.5,237.5,0.5,336273.5,2,Lower Visibility / Negative Tone
Rule,1.0,5.0,498.5,7.0,3077.0,2,Lower Visibility / Negative Tone
De Souza,1.0,2.5,959.5,-1.0,137928.0,2,Lower Visibility / Negative Tone
Abrams Em,0.0,0.0,775.0,0.0,1912.5,2,High Visibility / Negative Tone
Acres,1.0,0.0,475.0,0.0,10501.5,2,Lower Visibility / Negative Tone
Adolph,1.0,0.0,275.0,0.0,1071.5,2,Lower Visibility / Negative Tone
Adolph Gallardo,1.0,0.0,275.0,0.0,1071.5,2,Lower Visibility / Negative Tone
Alan Bergman,1.0,0.0,742.5,0.0,7280.0,2,Lower Visibility / Negative Tone
Amani,1.0,0.0,384.5,0.0,2712.0,2,Lower Visibility / Negative Tone
Andrew Valdez,1.0,0.0,275.0,0.0,1071.5,2,Lower Visibility / Negative Tone
Angela Gallardo,1.0,0.0,275.0,0.0,1071.5,2,Lower Visibility / Negative Tone
Autism Disorder,0.0,0.0,687.0,0.0,16555.5,2,High Visibility / Negative Tone
Babes,1.0,0.0,750.0,-3.5,140007.0,2,Lower Visibility / Negative Tone
Bernie Esquibel-Tennant,1.0,0.0,275.0,0.0,1071.5,2,Lower Visibility / Negative Tone
Brown Al.,1.0,0.0,463.5,0.0,44778.0,2,Lower Visibility / Negative Tone
Burt Blackstone,0.0,0.0,1558.5,0.0,9430251.0,2,High Visibility / Negative Tone
Ca-Sandra Goodrich,1.0,0.0,275.0,0.0,1071.5,2,Lower Visibility / Negative Tone
Carlos Jaramillo,0.0,0.0,625.0,0.0,4319615.5,2,High Visibility / Negative Tone
Cartier,1.0,0.0,841.5,0.0,21114.0,2,Lower Visibility / Negative Tone
Chair Vargas,1.0,0.0,841.5,0.0,77403.5,2,Lower Visibility / Negative Tone
Changchun Biological,1.0,0.0,368.0,0.0,78070.5,2,Lower Visibility / Negative Tone
Che Parker,0.0,0.0,1558.5,0.0,9430251.0,2,High Visibility / Negative Tone
Cherelle Parker,0.0,0.0,1558.5,0.0,9430251.0,2,High Visibility / Negative Tone
Christopher Valente,0.0,0.0,1558.5,0.0,9430251.0,2,High Visibility / Negative Tone
Claire Graham,1.0,0.0,810.5,0.0,1007.0,2,Lower Visibility / Negative Tone
Coloradan,1.0,0.0,275.0,0.0,1071.5,2,Lower Visibility / Negative Tone
Competitive Benchmarking,1.0,0.0,368.0,0.0,78070.5,2,Lower Visibility / Negative Tone
Curr Opin,1.0,0.0,562.5,0.0,29000.5,2,Lower Visibility / Negative Tone
Daisy May,1.0,0.0,300.0,0.0,3491.5,2,Lower Visibility / Negative Tone
Damien Woods,0.0,0.0,1558.5,0.0,9430251.0,2,High Visibility / Negative Tone
David Chen,0.0,0.0,1558.5,0.0,9430251.0,2,High Visibility / Negative Tone
Davis P,0.0,0.0,775.0,0.0,1912.5,2,High Visibility / Negative Tone
Del Alhaji,1.0,0.0,471.0,0.0,10451.0,2,Lower Visibility / Negative Tone
Don Mueller,0.0,0.0,1558.5,0.0,9430251.0,2,High Visibility / Negative Tone
E. Musk,1.0,0.0,676.5,0.0,144522.0,2,Lower Visibility / Negative Tone
Elizabeth Datner,0.0,0.0,1558.5,0.0,9430251.0,2,High Visibility / Negative Tone
Elsa,0.0,0.0,1375.0,0.0,8818814.0,2,High Visibility / Negative Tone
Enamel,1.0,0.0,371.5,0.0,34216.0,2,Lower Visibility / Negative Tone
Endocrinol Obes,1.0,0.0,562.5,0.0,29000.5,2,Lower Visibility / Negative Tone
Eric Rimm,1.0,0.0,614.0,0.0,5991.0,2,Lower Visibility / Negative Tone
Erickson,1.0,0.0,384.5,0.0,2712.0,2,Lower Visibility / Negative Tone
Ernestine Gallardo,1.0,0.0,275.0,0.0,1071.5,2,Lower Visibility / Negative Tone
Esquibel Tennant,1.0,0.0,275.0,0.0,1071.5,2,Lower Visibility / Negative Tone
Fiona Wilson,1.0,0.0,887.5,0.0,4599.5,2,Lower Visibility / Negative Tone
Franklin Asiedu-Bekoe,1.0,0.0,1433.0,0.0,5666.0,2,Lower Visibility / Negative Tone
George Floyd,0.0,0.0,380.0,0.0,3188.5,2,High Visibility / Negative Tone
Giner,1.0,0.0,841.5,0.0,77403.5,2,Lower Visibility / Negative Tone
Gladys Kalema-Zikusoka,1.0,0.0,958.0,0.0,333991.5,2,Lower Visibility / Negative Tone
Glutaraldehyde,1.0,0.0,1383.0,0.0,26414.0,2,Lower Visibility / Negative Tone
Guh,1.0,0.0,352.5,0.0,103968.5,2,Lower Visibility / Negative Tone
Hastings,1.0,0.0,712.5,0.0,872991.0,2,Lower Visibility / Negative Tone
Hood Milk,1.0,0.0,1505.5,0.0,9712.0,2,Lower Visibility / Negative Tone
Howard Weisman,0.0,0.0,687.0,0.0,16555.5,2,High Visibility / Negative Tone
Ian Dickson,1.0,0.0,275.0,0.0,1071.5,2,Lower Visibility / Negative Tone
Infectious Diseases,1.0,0.0,240.5,0.0,1344.0,2,Lower Visibility / Negative Tone
Irwin A,0.0,0.0,775.0,0.0,1912.5,2,High Visibility / Negative Tone
Izzy Lawrence,1.0,0.0,804.0,0.0,360680.0,2,Lower Visibility / Negative Tone
Jake Goldstein-Street,1.0,0.0,370.5,0.0,377721.5,2,Lower Visibility / Negative Tone
James Patterson,1.0,0.0,657.0,0.0,1125.0,2,Lower Visibility / Negative Tone
Jeremy Walter,0.0,0.0,1558.5,0.0,9430251.0,2,High Visibility / Negative Tone
Jessica Bezler,0.0,0.0,1558.5,0.0,9430251.0,2,High Visibility / Negative Tone
Joelle Baird,1.0,0.0,245.0,0.0,937.5,2,Lower Visibility / Negative Tone
Joey Ryan,0.0,0.0,1558.5,0.0,9430251.0,2,High Visibility / Negative Tone
John Ajang,1.0,0.0,991.5,0.0,988.0,2,Lower Visibility / Negative Tone
John Kennedy,0.0,0.0,884.5,0.0,5233295.0,2,High Visibility / Negative Tone
John Society,1.0,0.0,294.5,0.0,147103.5,2,Lower Visibility / Negative Tone
Joinhub Pharma,1.0,0.0,368.0,0.0,78070.5,2,Lower Visibility / Negative Tone
Kara Walker,0.0,0.0,1558.5,0.0,9430251.0,2,High Visibility / Negative Tone
Kelsey Geesler,0.0,0.0,1558.5,0.0,9430251.0,2,High Visibility / Negative Tone
Kenneth Smith,1.0,0.0,928.0,0.0,646006.0,2,Lower Visibility / Negative Tone
Kristin Urquiza,1.0,0.0,275.0,0.0,1071.5,2,Lower Visibility / Negative Tone
Leon Kelly,1.0,0.0,275.0,0.0,1071.5,2,Lower Visibility / Negative Tone
Lisa Presley,1.0,0.0,326.0,0.0,71002.5,2,Lower Visibility / Negative Tone
Mark Strassman,1.0,0.0,737.5,0.0,4038.0,2,Lower Visibility / Negative Tone
Mary Wascavage,0.0,0.0,1558.5,0.0,9430251.0,2,High Visibility / Negative Tone
Marya Zlatnik,0.0,0.0,1021.5,0.0,714675.0,2,High Visibility / Negative Tone
Matthew Mcclellan,1.0,0.0,808.5,0.0,89156.5,2,Lower Visibility / Negative Tone
Meghan Walls,0.0,0.0,1558.5,0.0,9430251.0,2,High Visibility / Negative Tone
Melissa Esquibel,1.0,0.0,275.0,0.0,1071.5,2,Lower Visibility / Negative Tone
Michelle Aliprantis,0.0,0.0,1558.5,0.0,9430251.0,2,High Visibility / Negative Tone
