person_list,cluster,vipr_score,vipr_weight,sentiment_score,circulation_size,mention_count,cluster_label
Rebecca Block,0.0,-20526.0,1866.0,-11.0,8303293.0,1,High Visibility / Negative Tone
Promoting Eating,1.0,-20544.0,642.0,-32.0,1173.0,1,Lower Visibility / Negative Tone
Fulgent,1.0,-20574.0,381.0,-54.0,814.0,1,Lower Visibility / Negative Tone
Fulgent Pipeline,1.0,-20574.0,381.0,-54.0,814.0,1,Lower Visibility / Negative Tone
Aragalaya,1.0,-20580.0,1029.0,-20.0,156757.0,1,Lower Visibility / Negative Tone
Colombo Gazette,1.0,-20580.0,1029.0,-20.0,156757.0,1,Lower Visibility / Negative Tone
Haret Saida,1.0,-20580.0,1029.0,-20.0,310941.0,1,Lower Visibility / Negative Tone
Naim Kassem,1.0,-20580.0,1029.0,-20.0,310941.0,1,Lower Visibility / Negative Tone
Wasantha Mudalige,1.0,-20580.0,1029.0,-20.0,156757.0,1,Lower Visibility / Negative Tone
Ballani,0.0,-20582.0,502.0,-41.0,3987893.0,1,High Visibility / Negative Tone
Ballani Thakkar,0.0,-20582.0,502.0,-41.0,3987893.0,1,High Visibility / Negative Tone
Judgment--,0.0,-20582.0,502.0,-41.0,3987893.0,1,High Visibility / Negative Tone
Nanditha Palshetkar,0.0,-20582.0,502.0,-41.0,3987893.0,1,High Visibility / Negative Tone
Amrita Maitreyi,1.0,-20596.0,542.0,-38.0,4855.0,1,Lower Visibility / Negative Tone
Angela Yang,1.0,-20596.0,542.0,-38.0,4855.0,1,Lower Visibility / Negative Tone
Jeanne Tsai,1.0,-20596.0,542.0,-38.0,4855.0,1,Lower Visibility / Negative Tone
William Markus,1.0,-20596.0,542.0,-38.0,4855.0,1,Lower Visibility / Negative Tone
Brad Dantzler,1.0,-20625.0,375.0,-55.0,23895.0,1,Lower Visibility / Negative Tone
Appleton,1.0,-20646.0,666.0,-31.0,5339.0,1,Lower Visibility / Negative Tone
Christina Sava,1.0,-20646.0,666.0,-31.0,5339.0,1,Lower Visibility / Negative Tone
Devon Nonis,1.0,-20646.0,666.0,-31.0,5339.0,1,Lower Visibility / Negative Tone
Dora,1.0,-20646.0,666.0,-31.0,5339.0,1,Lower Visibility / Negative Tone
Ron Mccarry,1.0,-20646.0,666.0,-31.0,5339.0,1,Lower Visibility / Negative Tone
Farah Nasser,1.0,-20650.0,350.0,-59.0,12046.0,1,Lower Visibility / Negative Tone
Jeff Semple,1.0,-20650.0,350.0,-59.0,12046.0,1,Lower Visibility / Negative Tone
Mohammed Jahjouh,1.0,-20650.0,350.0,-59.0,843373.0,1,Lower Visibility / Negative Tone
Steve Flindall,1.0,-20650.0,350.0,-59.0,12046.0,1,Lower Visibility / Negative Tone
Alan Witchey,1.0,-20660.0,2066.0,-10.0,890.0,1,Lower Visibility / Negative Tone
Michael Butler,1.0,-20660.0,2066.0,-10.0,890.0,1,Lower Visibility / Negative Tone
Albeit Low,1.0,-20700.0,900.0,-23.0,254923.0,1,Lower Visibility / Negative Tone
Allison Aalberg,1.0,-20700.0,450.0,-46.0,2134.0,1,Lower Visibility / Negative Tone
Anna Barry-Jester,1.0,-20700.0,2300.0,-9.0,122549.0,1,Lower Visibility / Negative Tone
Brian Ourien,1.0,-20700.0,900.0,-23.0,1921242.0,1,Lower Visibility / Negative Tone
Centia Khalifa,1.0,-20700.0,450.0,-46.0,34623.0,1,Lower Visibility / Negative Tone
David Trimble,1.0,-20700.0,2300.0,-9.0,122549.0,1,Lower Visibility / Negative Tone
Elizabeth Sepper,1.0,-20700.0,2300.0,-9.0,122549.0,1,Lower Visibility / Negative Tone
Fred Schulte,1.0,-20700.0,2300.0,-9.0,122549.0,1,Lower Visibility / Negative Tone
Homeless Has,1.0,-20700.0,900.0,-23.0,1921242.0,1,Lower Visibility / Negative Tone
Katherine Kraschel,1.0,-20700.0,2300.0,-9.0,122549.0,1,Lower Visibility / Negative Tone
Ken Tran,1.0,-20700.0,2300.0,-9.0,122549.0,1,Lower Visibility / Negative Tone
Lev Facher,1.0,-20700.0,2300.0,-9.0,122549.0,1,Lower Visibility / Negative Tone
Louis Joseph,1.0,-20700.0,1150.0,-18.0,276236.0,1,Lower Visibility / Negative Tone
Marco Orman,1.0,-20700.0,450.0,-46.0,2134.0,1,Lower Visibility / Negative Tone
Marijuana Legalization,0.0,-20700.0,900.0,-23.0,877.0,1,High Visibility / Negative Tone
Mary-Faith Martinez,1.0,-20700.0,900.0,-23.0,1921242.0,1,Lower Visibility / Negative Tone
Morobo,1.0,-20700.0,1150.0,-18.0,276236.0,1,Lower Visibility / Negative Tone
Opill,1.0,-20700.0,2300.0,-9.0,122549.0,1,Lower Visibility / Negative Tone
Rapid Teams,1.0,-20700.0,1150.0,-18.0,276236.0,1,Lower Visibility / Negative Tone
Sugars,1.0,-20700.0,900.0,-23.0,1451164.0,1,Lower Visibility / Negative Tone
Vegetables,1.0,-20700.0,900.0,-23.0,1451164.0,1,Lower Visibility / Negative Tone
Yona Kenyi,1.0,-20700.0,1150.0,-18.0,276236.0,1,Lower Visibility / Negative Tone
Deb Welsh,1.0,-20706.0,609.0,-34.0,4331054.0,1,Lower Visibility / Negative Tone
Rney Masa,1.0,-20706.0,609.0,-34.0,4331054.0,1,Lower Visibility / Negative Tone
Terry Jacobs,1.0,-20706.0,609.0,-34.0,4331054.0,1,Lower Visibility / Negative Tone
Bamunbari,1.0,-20720.0,1036.0,-20.0,182199.0,1,Lower Visibility / Negative Tone
Bimal Bora,1.0,-20720.0,1036.0,-20.0,182199.0,1,Lower Visibility / Negative Tone
Dikom Sesa,1.0,-20720.0,1036.0,-20.0,182199.0,1,Lower Visibility / Negative Tone
Duliajan,1.0,-20720.0,1036.0,-20.0,182199.0,1,Lower Visibility / Negative Tone
Keheng,1.0,-20720.0,1036.0,-20.0,182199.0,1,Lower Visibility / Negative Tone
Narendra Modiji,1.0,-20720.0,1036.0,-20.0,182199.0,1,Lower Visibility / Negative Tone
Rameswar Teli,1.0,-20720.0,1036.0,-20.0,182199.0,1,Lower Visibility / Negative Tone
Rituparna Barua,1.0,-20720.0,1036.0,-20.0,182199.0,1,Lower Visibility / Negative Tone
Sanjay Kishan,1.0,-20720.0,1036.0,-20.0,182199.0,1,Lower Visibility / Negative Tone
Cannabis Trends,1.0,-20727.0,987.0,-21.0,888.0,1,Lower Visibility / Negative Tone
Ronnie Bobby,1.0,-20776.0,371.0,-56.0,841.0,1,Lower Visibility / Negative Tone
Allison Fore,1.0,-20784.0,866.0,-24.0,95591.0,1,Lower Visibility / Negative Tone
Grace Adams,1.0,-20784.0,866.0,-24.0,95591.0,1,Lower Visibility / Negative Tone
Margaret Frisbie,1.0,-20784.0,866.0,-24.0,95591.0,1,Lower Visibility / Negative Tone
Ed Us,1.0,-20787.0,533.0,-39.0,36945.0,1,Lower Visibility / Negative Tone
Ketzel Levens,1.0,-20787.0,533.0,-39.0,25719.0,1,Lower Visibility / Negative Tone
Tom Bradshaw,1.0,-20787.0,533.0,-39.0,25719.0,1,Lower Visibility / Negative Tone
Abbey,1.0,-20800.0,800.0,-26.0,1651538.0,1,Lower Visibility / Negative Tone
Alahmed,1.0,-20800.0,800.0,-26.0,92358.0,1,Lower Visibility / Negative Tone
Ann Landry,1.0,-20800.0,800.0,-26.0,897007.0,1,Lower Visibility / Negative Tone
Buxton,1.0,-20800.0,650.0,-32.0,8600.0,1,Lower Visibility / Negative Tone
Cameron Al,1.0,-20800.0,800.0,-26.0,92358.0,1,Lower Visibility / Negative Tone
Carlos Correa,1.0,-20800.0,650.0,-32.0,8600.0,1,Lower Visibility / Negative Tone
Carty,1.0,-20800.0,800.0,-26.0,92358.0,1,Lower Visibility / Negative Tone
Chaitman,1.0,-20800.0,800.0,-26.0,92358.0,1,Lower Visibility / Negative Tone
Elijah Vue,1.0,-20800.0,650.0,-32.0,1698.0,1,Lower Visibility / Negative Tone
Frankert,1.0,-20800.0,650.0,-32.0,1458279.0,1,Lower Visibility / Negative Tone
Fred Stevens,1.0,-20800.0,650.0,-32.0,1458279.0,1,Lower Visibility / Negative Tone
Garry Rayno,1.0,-20800.0,800.0,-26.0,897007.0,1,Lower Visibility / Negative Tone
Jack Michaels,1.0,-20800.0,650.0,-32.0,8600.0,1,Lower Visibility / Negative Tone
Jazan,1.0,-20800.0,800.0,-26.0,92358.0,1,Lower Visibility / Negative Tone
Jess Edwards,1.0,-20800.0,800.0,-26.0,897007.0,1,Lower Visibility / Negative Tone
Josh Elliot,1.0,-20800.0,800.0,-26.0,897007.0,1,Lower Visibility / Negative Tone
Juan Flores,1.0,-20800.0,1300.0,-16.0,1911479.0,1,Lower Visibility / Negative Tone
Keith Erf,1.0,-20800.0,800.0,-26.0,897007.0,1,Lower Visibility / Negative Tone
Ken Weyler,1.0,-20800.0,800.0,-26.0,897007.0,1,Lower Visibility / Negative Tone
Leetongin,1.0,-20800.0,800.0,-26.0,92358.0,1,Lower Visibility / Negative Tone
Lobelo,1.0,-20800.0,800.0,-26.0,92358.0,1,Lower Visibility / Negative Tone
Lou D’allesandro,1.0,-20800.0,800.0,-26.0,897007.0,1,Lower Visibility / Negative Tone
Louise Ansari,1.0,-20800.0,1300.0,-16.0,493392.0,1,Lower Visibility / Negative Tone
Maria Caballero,1.0,-20800.0,800.0,-26.0,1316800.0,1,Lower Visibility / Negative Tone
Michie,1.0,-20800.0,800.0,-26.0,92358.0,1,Lower Visibility / Negative Tone
Morehead Tyler,1.0,-20800.0,650.0,-32.0,8600.0,1,Lower Visibility / Negative Tone
Myles Greenway,1.0,-20800.0,800.0,-26.0,897007.0,1,Lower Visibility / Negative Tone
Mysheika Roberts,1.0,-20800.0,800.0,-26.0,1316800.0,1,Lower Visibility / Negative Tone
Nigel Carter,1.0,-20800.0,1300.0,-16.0,493392.0,1,Lower Visibility / Negative Tone
Patricia Tilley,1.0,-20800.0,800.0,-26.0,897007.0,1,Lower Visibility / Negative Tone
Peeples,1.0,-20800.0,650.0,-32.0,1698.0,1,Lower Visibility / Negative Tone
Promoted,1.0,-20800.0,1300.0,-16.0,1911479.0,1,Lower Visibility / Negative Tone
Rachel Power,1.0,-20800.0,1300.0,-16.0,493392.0,1,Lower Visibility / Negative Tone
Royce Lewis,1.0,-20800.0,650.0,-32.0,8600.0,1,Lower Visibility / Negative Tone
Sport Sci.,1.0,-20800.0,800.0,-26.0,92358.0,1,Lower Visibility / Negative Tone
Standout,1.0,-20800.0,800.0,-26.0,1651538.0,1,Lower Visibility / Negative Tone
Stephen Kinnock,1.0,-20800.0,1300.0,-16.0,493392.0,1,Lower Visibility / Negative Tone
Tom Kgo,1.0,-20800.0,650.0,-32.0,8600.0,1,Lower Visibility / Negative Tone
Uma Thermon,1.0,-20800.0,650.0,-32.0,8600.0,1,Lower Visibility / Negative Tone
Van Mechelen,1.0,-20800.0,800.0,-26.0,92358.0,1,Lower Visibility / Negative Tone
Nationally,0.0,-20808.0,1224.0,-17.0,101354.0,1,High Visibility / Negative Tone
Cheyenne Sharif,1.0,-20825.0,833.0,-25.0,1011.0,1,Lower Visibility / Negative Tone
Dana Martinez,1.0,-20825.0,833.0,-25.0,26821.0,1,Lower Visibility / Negative Tone
Denis Guy,1.0,-20825.0,833.0,-25.0,1011.0,1,Lower Visibility / Negative Tone
James Kaufman,1.0,-20825.0,833.0,-25.0,1011.0,1,Lower Visibility / Negative Tone
John Giles,1.0,-20825.0,833.0,-25.0,26821.0,1,Lower Visibility / Negative Tone
Matthew Beller,1.0,-20825.0,833.0,-25.0,1011.0,1,Lower Visibility / Negative Tone
Shyanne Sheriff,1.0,-20825.0,833.0,-25.0,1011.0,1,Lower Visibility / Negative Tone
Cooper,0.0,-20826.0,2314.0,-9.0,844.0,1,High Visibility / Negative Tone
Lara,0.0,-20826.0,2314.0,-9.0,844.0,1,High Visibility / Negative Tone
Maxwell Pettuffer,0.0,-20826.0,2314.0,-9.0,844.0,1,High Visibility / Negative Tone
Ntencfer,0.0,-20826.0,2314.0,-9.0,844.0,1,High Visibility / Negative Tone
Petkoffer,0.0,-20826.0,2314.0,-9.0,844.0,1,High Visibility / Negative Tone
Robert Coke,0.0,-20826.0,2314.0,-9.0,844.0,1,High Visibility / Negative Tone
Robert Cooke,0.0,-20826.0,2314.0,-9.0,844.0,1,High Visibility / Negative Tone
Robert Cox,0.0,-20826.0,2314.0,-9.0,844.0,1,High Visibility / Negative Tone
Damien Purdue,1.0,-20850.0,2085.0,-10.0,846154.0,1,Lower Visibility / Negative Tone
Deanne Williams,1.0,-20874.0,426.0,-49.0,5938.0,1,Lower Visibility / Negative Tone
Jerome Yesavage,1.0,-20874.0,426.0,-49.0,5938.0,1,Lower Visibility / Negative Tone
Lynn Williams,1.0,-20874.0,426.0,-49.0,5938.0,1,Lower Visibility / Negative Tone
Nat Honey,1.0,-20874.0,426.0,-49.0,5938.0,1,Lower Visibility / Negative Tone
Alex Vienna,1.0,-20889.0,633.0,-33.0,3762.0,1,Lower Visibility / Negative Tone
Alex Villanova,1.0,-20889.0,633.0,-33.0,3762.0,1,Lower Visibility / Negative Tone
Alexander Waiver,1.0,-20889.0,633.0,-33.0,3762.0,1,Lower Visibility / Negative Tone
Cassidy Arena,1.0,-20889.0,633.0,-33.0,2705.0,1,Lower Visibility / Negative Tone
Courtney Johnson,1.0,-20889.0,633.0,-33.0,2705.0,1,Lower Visibility / Negative Tone
Gary Lewis,1.0,-20889.0,633.0,-33.0,979.0,1,Lower Visibility / Negative Tone
I. Fiber-Rich,1.0,-20889.0,633.0,-33.0,3762.0,1,Lower Visibility / Negative Tone
Jim Expertise,1.0,-20889.0,633.0,-33.0,900.0,1,Lower Visibility / Negative Tone
Kj Dfm,1.0,-20889.0,633.0,-33.0,2705.0,1,Lower Visibility / Negative Tone
Kob Fm,1.0,-20889.0,633.0,-33.0,2705.0,1,Lower Visibility / Negative Tone
Kopbamugene Kcm,1.0,-20889.0,633.0,-33.0,2705.0,1,Lower Visibility / Negative Tone
Lauren Wilson,1.0,-20889.0,633.0,-33.0,2705.0,1,Lower Visibility / Negative Tone
Maureen Corgan,1.0,-20889.0,633.0,-33.0,2705.0,1,Lower Visibility / Negative Tone
Sherif,1.0,-20889.0,633.0,-33.0,3762.0,1,Lower Visibility / Negative Tone
Sheriff Luna,1.0,-20889.0,633.0,-33.0,3762.0,1,Lower Visibility / Negative Tone
Tony Mosley,1.0,-20889.0,633.0,-33.0,2705.0,1,Lower Visibility / Negative Tone
Vladi Zelinsky,1.0,-20889.0,633.0,-33.0,2705.0,1,Lower Visibility / Negative Tone
Gabby Yoder,1.0,-20896.0,653.0,-32.0,1005045.0,1,Lower Visibility / Negative Tone
Mahdi Ashrafian,1.0,-20896.0,653.0,-32.0,1005045.0,1,Lower Visibility / Negative Tone
Mina Wahab,1.0,-20896.0,653.0,-32.0,1005045.0,1,Lower Visibility / Negative Tone
Paul Speg,1.0,-20896.0,653.0,-32.0,22997.0,1,Lower Visibility / Negative Tone
Steven John,1.0,-20896.0,653.0,-32.0,22997.0,1,Lower Visibility / Negative Tone
Brady Corbet,1.0,-20900.0,1900.0,-11.0,42369.0,1,Lower Visibility / Negative Tone
Brandon Wilson,1.0,-20900.0,1900.0,-11.0,42369.0,1,Lower Visibility / Negative Tone
Calculating,1.0,-20900.0,550.0,-38.0,39403.0,1,Lower Visibility / Negative Tone
Carmelita Arnold,1.0,-20900.0,1100.0,-19.0,7117.0,1,Lower Visibility / Negative Tone
Carmichael,1.0,-20900.0,1100.0,-19.0,7117.0,1,Lower Visibility / Negative Tone
Charlie King,1.0,-20900.0,1100.0,-19.0,7117.0,1,Lower Visibility / Negative Tone
Christopher Mcpherson,1.0,-20900.0,1100.0,-19.0,7117.0,1,Lower Visibility / Negative Tone
Clara Hope,1.0,-20900.0,1100.0,-19.0,7117.0,1,Lower Visibility / Negative Tone
Condom Use,1.0,-20900.0,550.0,-38.0,906175.0,1,Lower Visibility / Negative Tone
Consistent Condom,1.0,-20900.0,550.0,-38.0,906175.0,1,Lower Visibility / Negative Tone
Dan Goldman,1.0,-20900.0,1100.0,-19.0,112497.0,1,Lower Visibility / Negative Tone
Danny Davis,1.0,-20900.0,1100.0,-19.0,112497.0,1,Lower Visibility / Negative Tone
David Pill,1.0,-20900.0,1100.0,-19.0,32262.0,1,Lower Visibility / Negative Tone
David Scott,1.0,-20900.0,1100.0,-19.0,112497.0,1,Lower Visibility / Negative Tone
De Smedt,1.0,-20900.0,550.0,-38.0,39403.0,1,Lower Visibility / Negative Tone
Demille,1.0,-20900.0,1100.0,-19.0,37126.0,1,Lower Visibility / Negative Tone
Eleanor Norton,1.0,-20900.0,1100.0,-19.0,112497.0,1,Lower Visibility / Negative Tone
Elis Bandy,1.0,-20900.0,1100.0,-19.0,7117.0,1,Lower Visibility / Negative Tone
Erica Ramos,1.0,-20900.0,1100.0,-19.0,32262.0,1,Lower Visibility / Negative Tone
Ethan Harris,1.0,-20900.0,1900.0,-11.0,42369.0,1,Lower Visibility / Negative Tone
Francine,1.0,-20900.0,1900.0,-11.0,1139.0,1,Lower Visibility / Negative Tone
Greg Meng,1.0,-20900.0,1100.0,-19.0,112497.0,1,Lower Visibility / Negative Tone
Hayden,1.0,-20900.0,550.0,-38.0,14241.0,1,Lower Visibility / Negative Tone
Huculeci,1.0,-20900.0,550.0,-38.0,39403.0,1,Lower Visibility / Negative Tone
Jacques Thibodeaux,1.0,-20900.0,1900.0,-11.0,1139.0,1,Lower Visibility / Negative Tone
James Barbecue,1.0,-20900.0,1100.0,-19.0,11250.0,1,Lower Visibility / Negative Tone
Jan Schakowsky,1.0,-20900.0,1100.0,-19.0,112497.0,1,Lower Visibility / Negative Tone
Jema Fray,1.0,-20900.0,1900.0,-11.0,42369.0,1,Lower Visibility / Negative Tone
Jess Steier,1.0,-20900.0,1100.0,-19.0,37126.0,1,Lower Visibility / Negative Tone
Jessica Knurick,1.0,-20900.0,1100.0,-19.0,37126.0,1,Lower Visibility / Negative Tone
John Jacobs,1.0,-20900.0,1100.0,-19.0,1683352.0,1,Lower Visibility / Negative Tone
Julie Brownley,1.0,-20900.0,1100.0,-19.0,112497.0,1,Lower Visibility / Negative Tone
Justin Chang,1.0,-20900.0,1900.0,-11.0,42369.0,1,Lower Visibility / Negative Tone
Kate Fletcher,1.0,-20900.0,1100.0,-19.0,32262.0,1,Lower Visibility / Negative Tone
Kaylee Brus,1.0,-20900.0,550.0,-38.0,14241.0,1,Lower Visibility / Negative Tone
Kenendy,1.0,-20900.0,1100.0,-19.0,37126.0,1,Lower Visibility / Negative Tone
Larry Helfant,1.0,-20900.0,1100.0,-19.0,112497.0,1,Lower Visibility / Negative Tone
Listeria Rule,1.0,-20900.0,1100.0,-19.0,112497.0,1,Lower Visibility / Negative Tone
Marcy Kaptur,1.0,-20900.0,1100.0,-19.0,112497.0,1,Lower Visibility / Negative Tone
Mark Desaulnier,1.0,-20900.0,1100.0,-19.0,112497.0,1,Lower Visibility / Negative Tone
Matt Kitchen,1.0,-20900.0,550.0,-38.0,47854.0,1,Lower Visibility / Negative Tone
Measles Escalates,1.0,-20900.0,1100.0,-19.0,15401.0,1,Lower Visibility / Negative Tone
Morningside,1.0,-20900.0,1100.0,-19.0,32262.0,1,Lower Visibility / Negative Tone
Nydia Rep.,1.0,-20900.0,1100.0,-19.0,112497.0,1,Lower Visibility / Negative Tone
Perryman,1.0,-20900.0,1100.0,-19.0,7117.0,1,Lower Visibility / Negative Tone
Ramel Ross,1.0,-20900.0,1900.0,-11.0,42369.0,1,Lower Visibility / Negative Tone
Ratif Abdulai,1.0,-20900.0,550.0,-38.0,906175.0,1,Lower Visibility / Negative Tone
Richard Durbin,1.0,-20900.0,1100.0,-19.0,112497.0,1,Lower Visibility / Negative Tone
Robert Scott,1.0,-20900.0,1100.0,-19.0,112497.0,1,Lower Visibility / Negative Tone
Roger Eber,1.0,-20900.0,1900.0,-11.0,42369.0,1,Lower Visibility / Negative Tone
Sarah Farinelli,1.0,-20900.0,1100.0,-19.0,125000.0,1,Lower Visibility / Negative Tone
Sheila Cherfilus-Mccormick,1.0,-20900.0,1100.0,-19.0,112497.0,1,Lower Visibility / Negative Tone
Sncc,1.0,-20900.0,1100.0,-19.0,7117.0,1,Lower Visibility / Negative Tone
Stephanie Wallace,1.0,-20900.0,1100.0,-19.0,7117.0,1,Lower Visibility / Negative Tone
Stephen Tuck,1.0,-20900.0,1100.0,-19.0,11250.0,1,Lower Visibility / Negative Tone
Tam Al.,1.0,-20900.0,550.0,-38.0,39403.0,1,Lower Visibility / Negative Tone
Thelma Perryman,1.0,-20900.0,1100.0,-19.0,7117.0,1,Lower Visibility / Negative Tone
Vardas,1.0,-20900.0,550.0,-38.0,39403.0,1,Lower Visibility / Negative Tone
Virgina,1.0,-20900.0,1100.0,-19.0,112497.0,1,Lower Visibility / Negative Tone
Will Boar,1.0,-20900.0,1100.0,-19.0,112497.0,1,Lower Visibility / Negative Tone
Willie Perryman,1.0,-20900.0,1100.0,-19.0,7117.0,1,Lower Visibility / Negative Tone
You Meg,1.0,-20910.0,1230.0,-17.0,1931528.0,1,Lower Visibility / Negative Tone
Bryan Slone,1.0,-20916.0,581.0,-36.0,5137.0,1,Lower Visibility / Negative Tone
Caller,1.0,-20916.0,581.0,-36.0,1564213.0,1,Lower Visibility / Negative Tone
Charlotte Katzenmoyer,1.0,-20916.0,581.0,-36.0,17443.0,1,Lower Visibility / Negative Tone
Eliot Bostar,1.0,-20916.0,581.0,-36.0,5137.0,1,Lower Visibility / Negative Tone
Elizabeth Everett,1.0,-20916.0,581.0,-36.0,5137.0,1,Lower Visibility / Negative Tone
Hongjie Sun,1.0,-20916.0,581.0,-36.0,29992.0,1,Lower Visibility / Negative Tone
Peng Gao,1.0,-20916.0,581.0,-36.0,29992.0,1,Lower Visibility / Negative Tone
Mcwhorter,1.0,-20961.0,1233.0,-17.0,13249.0,1,Lower Visibility / Negative Tone
Andrew Mccutchen,1.0,-20970.0,466.0,-45.0,1066.0,1,Lower Visibility / Negative Tone
Eric Stinson,1.0,-20970.0,466.0,-45.0,1066.0,1,Lower Visibility / Negative Tone
Ron Schmidt,1.0,-20970.0,466.0,-45.0,1066.0,1,Lower Visibility / Negative Tone
Steel,1.0,-20970.0,466.0,-45.0,1066.0,1,Lower Visibility / Negative Tone
Troy Uhlir,1.0,-20970.0,466.0,-45.0,1066.0,1,Lower Visibility / Negative Tone
Eosin Blue,1.0,-20978.0,617.0,-34.0,1110.0,1,Lower Visibility / Negative Tone
Milli,1.0,-20978.0,617.0,-34.0,1110.0,1,Lower Visibility / Negative Tone
Akita,1.0,-21000.0,600.0,-35.0,7012.0,1,Lower Visibility / Negative Tone
Ali Karina,1.0,-21000.0,1400.0,-15.0,311.0,1,Lower Visibility / Negative Tone
Andrew Shanghai,1.0,-21000.0,600.0,-35.0,187089.0,1,Lower Visibility / Negative Tone
Angela Elpaso,1.0,-21000.0,700.0,-30.0,2028.0,1,Lower Visibility / Negative Tone
Angela Sloan,1.0,-21000.0,1000.0,-21.0,199003.0,1,Lower Visibility / Negative Tone
Anniek Kortleve,1.0,-21000.0,875.0,-24.0,67743.0,1,Lower Visibility / Negative Tone
Anthony Ishak,1.0,-21000.0,1500.0,-14.0,1060.0,1,Lower Visibility / Negative Tone
Anubhuti Shukla,1.0,-21000.0,1400.0,-15.0,139556.0,1,Lower Visibility / Negative Tone
Arik Manoogian,1.0,-21000.0,1000.0,-21.0,1041.0,1,Lower Visibility / Negative Tone
Asta,1.0,-21000.0,600.0,-35.0,7012.0,1,Lower Visibility / Negative Tone
Barnett Slepian,1.0,-21000.0,1400.0,-15.0,31141.0,1,Lower Visibility / Negative Tone
Biggel,1.0,-21000.0,600.0,-35.0,7012.0,1,Lower Visibility / Negative Tone
Bill Gates-Linked,1.0,-21000.0,1000.0,-21.0,493392.0,1,Lower Visibility / Negative Tone
Bird Xfacebooklinkedinemailreddittelegram,1.0,-21000.0,1000.0,-21.0,493392.0,1,Lower Visibility / Negative Tone
Bitten,1.0,-21000.0,1000.0,-21.0,1041.0,1,Lower Visibility / Negative Tone
Bland,1.0,-21000.0,1000.0,-21.0,1041.0,1,Lower Visibility / Negative Tone
Bmc Vet,1.0,-21000.0,600.0,-35.0,7012.0,1,Lower Visibility / Negative Tone
Bobby Ocean,1.0,-21000.0,1000.0,-21.0,1041.0,1,Lower Visibility / Negative Tone
Brian Crombie,1.0,-21000.0,700.0,-30.0,182009.0,1,Lower Visibility / Negative Tone
Brianna Romines,1.0,-21000.0,525.0,-40.0,34906.0,1,Lower Visibility / Negative Tone
Carbasse,1.0,-21000.0,600.0,-35.0,7012.0,1,Lower Visibility / Negative Tone
Care,1.0,-21000.0,700.0,-30.0,2028.0,1,Lower Visibility / Negative Tone
Carrie Bible,1.0,-21000.0,700.0,-30.0,25236.0,1,Lower Visibility / Negative Tone
Cassie Armstrong,1.0,-21000.0,700.0,-30.0,302862.0,1,Lower Visibility / Negative Tone
Cdta Cdtb,1.0,-21000.0,600.0,-35.0,7012.0,1,Lower Visibility / Negative Tone
Christine Gregory,1.0,-21000.0,1000.0,-21.0,1041.0,1,Lower Visibility / Negative Tone
Colin Maxwell,1.0,-21000.0,1000.0,-21.0,1041.0,1,Lower Visibility / Negative Tone
Cuevas Karina,1.0,-21000.0,1400.0,-15.0,311.0,1,Lower Visibility / Negative Tone
Cuevas Leave,1.0,-21000.0,1400.0,-15.0,311.0,1,Lower Visibility / Negative Tone
Cytotoxic,1.0,-21000.0,600.0,-35.0,7012.0,1,Lower Visibility / Negative Tone
Dalila Wendlandt,1.0,-21000.0,1500.0,-14.0,1060.0,1,Lower Visibility / Negative Tone
Danielle Resnick,1.0,-21000.0,875.0,-24.0,67743.0,1,Lower Visibility / Negative Tone
David Featured,1.0,-21000.0,1000.0,-21.0,718.0,1,Lower Visibility / Negative Tone
David Safronetz,1.0,-21000.0,1000.0,-21.0,199003.0,1,Lower Visibility / Negative Tone
David Yates,1.0,-21000.0,700.0,-30.0,302862.0,1,Lower Visibility / Negative Tone
Donnie Donnell,1.0,-21000.0,1000.0,-21.0,1041.0,1,Lower Visibility / Negative Tone
Edward Awards,1.0,-21000.0,1400.0,-15.0,311.0,1,Lower Visibility / Negative Tone
Elias Audy,1.0,-21000.0,1500.0,-14.0,1060.0,1,Lower Visibility / Negative Tone
Elizabeth Hertel,1.0,-21000.0,525.0,-40.0,34906.0,1,Lower Visibility / Negative Tone
Emily Way,1.0,-21000.0,1000.0,-21.0,1041.0,1,Lower Visibility / Negative Tone
Erik Sorenson,1.0,-21000.0,600.0,-35.0,168515.0,1,Lower Visibility / Negative Tone
Escherichia Albertii,1.0,-21000.0,600.0,-35.0,7012.0,1,Lower Visibility / Negative Tone
Fath Al-Rahman,1.0,-21000.0,1000.0,-21.0,149758.0,1,Lower Visibility / Negative Tone
Food Sec,1.0,-21000.0,875.0,-24.0,67743.0,1,Lower Visibility / Negative Tone
Foodborne Pathog,1.0,-21000.0,600.0,-35.0,7012.0,1,Lower Visibility / Negative Tone
Foodborne Pathogen,1.0,-21000.0,600.0,-35.0,7012.0,1,Lower Visibility / Negative Tone
Garcia-toledo,1.0,-21000.0,600.0,-35.0,7012.0,1,Lower Visibility / Negative Tone
Geoff Soule,1.0,-21000.0,1000.0,-21.0,199003.0,1,Lower Visibility / Negative Tone
Ghatak Al,1.0,-21000.0,600.0,-35.0,7012.0,1,Lower Visibility / Negative Tone
Gladney,1.0,-21000.0,600.0,-35.0,7012.0,1,Lower Visibility / Negative Tone
Glen Maxwell,1.0,-21000.0,1000.0,-21.0,1041.0,1,Lower Visibility / Negative Tone
Graphpad,1.0,-21000.0,1000.0,-21.0,199003.0,1,Lower Visibility / Negative Tone
