row_index,tag_name,persons,has_person
42348,public_health,"Competitive Landscape, Oracle, Baxter International, Everbridge, Mobile Heartbeat, Jive Software, Twitter Linkedin, Aashish Marketsandmarkets",1
42349,public_health,"Samuel Emmerich, Solveig Cunningham, Alyson Goodman",1
42350,public_health,"Gray Wolf, Echinococcus Granulosus",1
42351,public_health,"Vaccines Vaccines, David Research",1
42352,public_health,"Univ, Grenoble Alpes, Embase, Tables, Rieutort Al., Azadirachtin, Versus Groups",1
42353,public_health,"Luigi D'aquino, Cynthia Cardona, Malawi Nepal",1
42354,public_health,"Cheney, Kayla Olson, Butte News, Jason, Jon Tester, Tim Sheehy, Flathead Lake, Tim",1
42355,public_health,"Genevieve Frederick, Catholic Charities, Ford, Kristen Furleigh",1
42356,public_health,"Greg, Wolfman Aaron, Lakshmi Singh, Joe Biden, Donald Trump, Kamala Harris, Domenico Montanaro, George Bush, Scott Neuman",1
42357,public_health,"Oracle, Cloud Deals",1
42358,public_health,"Tedros Ghebreyesus, Salim Karim, Michael Marks",1
42359,public_health,"Rita Joseph, Asthma",1
42360,public_health,"Justin Petrovich, Ann Dzwonchyk, Leah Bingaman, Makenna Camp, Ava Neidig, Joe Detelj, Ryan Mcnally",1
42361,public_health,Mick Sharp,1
42362,public_health,"Wes Streeting, Vapes Bill, Rishi Sunak, Keir Starmer, Christopher Luxon",1
42363,public_health,"Season, Pathogen, Xie",1
42364,public_health,"Steve Want, Steve Ballmer, Border Patrol",1
42365,public_health,"Robert Califf, Malvina Eydelman, Rebecca Fadanelli",1
42366,public_health,"Terry Bryant, Creamy, Lee, Isaiah",1
42367,public_health,"Donald Trump, Mecklenburg, Mary Conlon, Kenya Hunter, Michelle Press",1
42368,public_health,,0
42369,public_health,"Prakash Abitkar, Jp Nadda",1
42370,public_health,"Ian Price, Pete Elliott",1
42371,public_health,"Donald Trump, Allison Arwady, Julia Olsen, May, Ben Weston, David Crowley, Nasal Spray",1
42372,public_health,"Ren, Robert Kadlec, Philippe Lemoine, Shi Zhengli, Valentin Bruttel, Jan Hommel",1
42373,public_health,"Brianna Joseph, Donald Trump, Evette Fernandez, Ronnie Young, Joe Biden, Yvette Fernandez, Eric, Wendy Schmidt, Mary Kelly, Wash Shington, Elsa Chang, Elon Musk, Tamara Keith, Tim, Ms, Jadevance",1
42374,public_health,"Stephanie, Alyssa Raymond",1
42375,public_health,,0
42376,public_health,,0
42377,world_health_leadership,Silver Spring,1
42378,public_health,"Barbara Morris, Sarah Berkowitz, Thomas Burke, Sarah, Katie Delaney, Oriana Goldberg, Melissa Mcginnis, Kirsten Hibbard, Bruins, Bruin Marchand",1
42379,public_health,Sara Hottman,1
42380,public_health,"Volodymyr Zelensky, Nick Paton, Donald Trump, Joe Biden, Nick Walsh, Cnn Kyiv, Jenn Sullivan",1
42381,public_health,"Kyara Brown, Joel Porter, Lorie Sanford, Kenny Miller, David Warrick, Uleberg, Seaaira Wolf, Mandan, Amber Saenger, Mandan Police, Mcclusky, Highway Patrol",1
42382,health_campaign,"Wes Moore, Will Tilburg, Audrey Johnson",1
42383,public_health,,0
42384,public_health,Moses Haregewoyn,1
42385,public_health,"Famous Yeti, Cale Ryan, Bonnie Armstrong, Jkippa Law, Madison",1
42386,public_health,"Sophie Ranier, Guillermo",1
42387,public_health,"Airica Steed, Turn Into",1
42388,public_health,"Marshall, Mayor Byrnes, Pam Whitmore, Sharon Hanson",1
42389,public_health,"Jim Robbins, Michael Osterholm, Steve Rinella, Matthew Dunfee, Brian Wakeling, Montana, Doug Mcarthur, Peter Larsen, Outreach",1
42390,public_health,Oran Stainbrook,1
42391,public_health,"Norah O'donnell, Cat Chow, Hahaha, David Schecter, David",1
42392,public_health,"Andy Smith, Gavin Newsom, Jenn Engstrom",1
42393,public_health,,0
42394,public_health,"Donald Trump, Martin, Dusky",1
42395,public_health,"Tedros Ghebreyesus, Mandy Cohen",1
42396,public_health,"Schmidtke, Jones, Lynelle Phillips, George Turabelidze, Robert Kennedy, Susanne Luedtke, William Schaffner, Donald Trump, Quinton Lucas, Beacon",1
42397,public_health,Arun Upadhyay,1
42398,public_health,Ed Kumian,1
42399,public_health,"Lorenzo Mata, Nancy Loucas, Jay Jazul, Lead Convener, David Sweanor, Lars M., Jeimie Franco",1
42400,public_health,"Preventing Harm, Olga Martin-Ortega, Martina Trusgnach, Cindy Berman, Push",1
42401,public_health,Tedros Ghebreyesus,1
42402,health_campaign,"Fabio Baccheretti, Minas Gerais, Belo Horizonte, Katia Batista",1
42403,public_health,Helping Hoosiers,1
42404,public_health,"Tim Boyum, Karen Bell, Brinson, Pick Hayes, Patrick Thomas, Steve Troxler",1
42405,public_health,,0
42406,public_health,,0
42407,public_health,"Gives Blunt, Jake Tapper, Robert Kennedy, Donald Trump, Matt Gaetz, Mike Johnson",1
42408,public_health,"Tim Morgan, Donald Trump, Rollins, Jon Bozeman, Joe Biden",1
42409,public_health,"Nicole Marso, Wormwood, Barberry Root, Ginger Root, Yuzu, Ginger, Clearer, Gut Discomfort, Pros, Bryan Johnson, Jennifer Aniston",1
42410,public_health,"Robert Kennedy, Patty Murray, Lori Freeman, Donald Trump, Elon Musk, Gerald Connolly, Bobby Scott, Amanda Seitz, Mike Stobbe",1
42411,public_health,"Marie Actions, Nordstoga Al, Nilsen Til",1
42412,public_health,"Grow, Abcam, Eppendorf Se, Merck Kgaa, Novo As, Elisa, Multiplex Elisa, Sandwich Elisa",1
42413,public_health,Vaqar Ahmed,1
42414,public_health,"Nielsen, Lisa Powell",1
42415,public_health,"Chris Garagiola, Bill Walton, Chris Agio, Johnny, Raphael Nadal, Alexander Era",1
42416,public_health,Fapon Biotech,1
42417,public_health,"Laura Bachmann, Joe Biden, Scott Harris, Elizabeth Finley, Kamala Harris",1
42418,health_campaign,"Anshul Garg, Navratri, Ram Navami, Shiva, Narendra Modi, Heartfelt, Shri Ram, Jai Ram, Droupadi Murmu, Ram Rajya",1
42419,public_health,"Donald Trump, Eric Pevsner, Ken Castro, Michael Beach, Mike Arnold, Robert Kennedy, Ping Npr, Witten Marcellus, Everson, Kim Malcolm",1
42420,public_health,"Jin L, Wan P, Cheng Incidence, Clin Dermatol",1
42421,public_health,"Weissenburger Strasse, Blackburn, Lachenmeier, Lachenmeier Al, Absolut, Pernod Gmbh, Bacardi Blanca, Bacardi Gmbh, Nolden, Hayes",1
42422,public_health,"Donald Trump, Kyla Taylor, Orders Epa, Ellie Phillips",1
42423,public_health,"Mixed Message, Donald Trump, Robert Kennedy, Patricia Stinchfield, Kevin Griffis, Jason Mcdonald, Carlos Rio, Anne Schuchat, Alex Azar, Greg Abbott, Josh Green, Jim Pillen, Oxiris Barbot, Paul Weber, Devi Shastri, Margery Beck",1
42424,public_health,"Orleans, Melissa Langbehn, Chris",1
42425,public_health,,0
42426,public_health,"Jean Nachega, Rosamund Lewis, Anne Rimoin, Kamituga, Joachim Hombach, Michael Ryan",1
42427,public_health,,0
42428,public_health,"Anthony Fauci, Rand Paul, Matt, Aubrey Jewett, John Arnold, Mike Patel",1
42429,public_health,"Calm Response, Lucia Marino, Naples, Priya Deshmukh",1
42430,public_health,"Rob, Rob Redothe, Chester It, Yougonna, Cape Cod, Rob Nice",1
42431,public_health,,0
42432,public_health,"Markus Reichert, Marco Giurgiu, Irina Timm, Iris Reinhard, Carina Nigg, Oksana Berhe, Alexander Moldavski, Christoph Der, Andreas Meyer-Lindenberg, Heike Tost",1
42433,public_health,"Bob Harris, Frank Pino, Preston",1
42434,public_health,Petitioner,1
42435,public_health,,0
42436,public_health,"Julianne Mcgowan, Sara Mccoy, Julianne",1
42437,public_health,"Bang Police, Bang Thong, Bang Station, Bua Thani, Chakkrit",1
42438,public_health,"Martin Said, Morgan Dixon, Jeffers, Comes",1
42439,public_health,"Size Achieve, Nextgen Healthcare, Types, Eric Lee",1
42440,world_health_leadership,"Ben Affleck, Jennifer Garner, Karen Bass, William Schaffner",1
42441,public_health,"Mike, Elspeth Mizner, Michael Thompson, Robert Kennedy, James Linn, Lee Khan, Ali",1
42442,public_health,"Donald Trump, Moderate",1
42443,public_health,"Theresa Canada, Sudit Ranade, Theresa Tam",1
42444,public_health,Chris Beyrer,1
42445,public_health,"Lauren Junge, Caroline Nuzum, Isabella Soto, Sofia Payne",1
42446,public_health,Rana Novini,1
42447,public_health,,0
42448,public_health,,0
42449,public_health,"Tahmina Shirin, Ruma Paul, Andrew Cawthorne",1
42450,public_health,,0
42451,public_health,"Dia Hadid, Donald Trump, Associated, Jack Spear, Yarl, Pamela Moon, Austin, Stella Chavez, David",1
42452,public_health,"Donald Trump, Earthworks, Peterson",1
42453,public_health,"Tedros Ghebreyesus, Roland Driece, Joe Biden",1
42454,public_health,"Hanley, Heth Curriculum",1
42455,public_health,,0
42456,public_health,"Nature Careers, Nature Portfolio",1
42457,public_health,"Tedros Ghebreyesus, Punya Srivastava",1
42458,public_health,Resa Lewiss,1
42459,public_health,Wilmington Pike,1
42460,public_health,"Murdoch Children, Joshua Osowicki, Hannah Frost, Andrew Steer",1
42461,public_health,"Maria Development, Featured Vaccine, Maria Reyes",1
42462,public_health,"Michael Jordan, Ross Mathews, Wellinthon, Celine, Robert Kennedy",1
42463,public_health,"Ben Azar, Absher, Chris Bro, Benjamin Netanyahu, Anthony Blinken, Matthew Miller, Chris Walker, Abraham Troy, Doug, Joe Biden",1
42464,public_health,"Placenta Previa, Razia Azen, Nicole Traxel, Liang Al, Yan Al, Landini V, A. Rising, Ye J, Souza Jp, Zhang Trends, Glob Health, Wang X, Hellerstein S, Hou L, Zou L, Zhang Caesarean, Feng Xl, Wang Y, Wang L, Yang Y, Tang X, Kingdon Changes, Liang J, Li X, Gao X, Coyte, Betran Ap, Layte, Dumont A, Traxel Using, Tang Changes, Shen S, Plos Med, Chin Gynaecol, Chin Gynecol, Zhang Pregnancy, Jiang The, Http, Art, Feldman S, Duan Survey, Saf Surg, Dahlke Jd, Berghel",1
42465,public_health,"Mohammed Fadlalla, Benjamin Netanyahu",1
42466,public_health,Annex,1
42467,public_health,"Curtis Huttenhower, Hill, Dave Baloga",1
42468,public_health,"Lisa Harrison, Wayne Sasser, Nc House, Tobin Shepherd, Stevens",1
42469,public_health,"Anita Destefano, Sarnowski, Gina Peloso",1
42470,public_health,Glenn Wortmann,1
42471,public_health,,0
42472,public_health,"Jessie J, Jessica Cornish, Ball, Chanan Colman",1
42473,public_health,"Blayne Cutler, Jo Ghosh",1
42474,public_health,"Robert Kennedy, Donald Trump, Desert Arena, Lawrence Gostin, Bobby, Joe Biden, Jason Schwartz, Anthony Fauci",1
42475,public_health,"Elon Musk, Donald Trump, Peter Navarro, Caroline Levitt, Taylor, Olivia Aldridge, Jennifer Nuzzo, Catherine Wells, Robert Junior, Brown",1
42476,health_campaign,"Jefferson Receive, Jefferson Humanists, Traci Bickell, Nancy Bolt",1
42477,public_health,,0
42478,public_health,"Richard Hunt, Booy, Mary Kelly, Ari Shapiro, Bob Mondello, Mandela, Dwayne Brown, Pope Francis, Scott Detro, Donald Trump, Terry Schulz, Blyth Mansion, John Smith, Rosa Loro, Los, Trina Vasen, Manisha Gutai",1
42479,public_health,,0
42480,public_health,Ruidoso,1
42481,public_health,"Ravinder Mamtani, Sandra Lanza, Koncz",1
42482,public_health,"Eric Gagnon, Marjorie Michel",1
42483,public_health,"Melanie Richburg, Jennifer Shuford, Gordon Mattimoe, Sara Amiri, Dallam, Lynn, Dustin Fawcett, Robert Kennedy, Katherine Wells, Donald Trump, Pooja Salhotra, Austin",1
42484,public_health,,0
42485,public_health,"Robert Kennedy, Carl Jung, Caleb Banta-Green, Carla Johnson",1
42486,public_health,"Barre Arsenal, Bukom, Buck, Clay Travis, Buck Exton, Andy, Hope, Boyd, Max Youtube, Leslie Bibb, Carrie, Walton Goggins, Michelle Monaghan, Parker Posey, Patrick Schwarzenegger, Natasha Rothwell, Donald Trump, Eric Adams, Adam, Scott Pringle, Elementary, Kate Olsen, Daniel Sujata, Jovica Lesli",1
42487,public_health,,0
42488,public_health,"George Medicines, George Medicine, Anthony Rodgers, Paul Whelton, Dike Ojji, Abdul Salam, Mark Mallon, George Health, Brandon Capital, David Daley, Lindsey Neville",1
42489,public_health,"Emmanuel Subi, Emanuel, Edinburgh",1
42490,public_health,"Albertson, Rizo Foods, Don Francisco, Rizo Bros, La Ordena, Casa Cardenas",1
42491,public_health,Rick Email,1
42492,public_health,"Gray Wolf, Echinococcus Granulosus",1
42493,public_health,"Inagbe, Rick Bright, Tedros Ghebreyesus, Marion Koopmans, Dimie Ogoina, Jean Kaseya, William Moss, Maria Kerkhove, Africa Cdc, Mbala Kingebeni",1
42494,public_health,"Kunihiro Matsushita, Karen Margolis",1
42495,public_health,,0
42496,public_health,"Monica, Jenna",1
42497,public_health,"Janessa, Janessa Bishop",1
42498,public_health,"Rex Archer, F. Scutchfield, Marc Hahn, Elizabeth Alex",1
42499,public_health,Larry Vaccine,1
42500,public_health,"Surya Namaskar, Manjunath, Swayamsevak Sangh",1
42501,state_healthcare_funding,,0
42502,public_health,"Joel Breman, Peter Piot, Karen Goraleski, Rick Steketee, Johanna Tzur, Matthew, Johanna, Vicki, Walter Cohen",1
42503,public_health,"Wildfire, Kari Nadeau, Mary Johnson",1
42504,public_health,"Rushikesh Patel, Jp Nadda",1
42505,public_health,"Julie Steenhuysen, Nirav, Shah, Douglas, Eric Deeble, Successful Farming, Chuck Abbott, Vaccines Remain, Sinergium Biotech, Dennis Rudat, Elissa Slotkin, David Valadao",1
42506,public_health,"Ground Zero, Mary Mcgowan, Bobak Akhavan, John Belperio, Davis",1
42507,health_campaign,"Tedros Ghebreyesus, Tedros",1
42508,public_health,,0
42509,public_health,"Initiated, Recharge Groundwater, Taylor Harrison",1
42510,world_health_leadership,"Yellowcard, Luciani Sena, Ibram Kendi, Eric Adams, Jn, Demarco, Exlyternalin Facg, Jen, Ntn Desaa, Donald Trump",1
42511,public_health,Jenna Prestininzi,1
42512,public_health,Coffee Mug,1
42513,public_health,"Theresa Tam, Yves",1
42514,public_health,"Matthew Public, Domain Yin, Yang, Choh-Luh Li, Physicians Huang, Shen Ti, Zhongguo Li, Tu Zhuan, Huang Ti, Liu Wansu, Su Wen, Ho Pien, Wang Ang, Hu Tsung-Wen, Shen Nung, Divine Medica, Oe Iken, Chang Chung-Ching, Li Shih-Chen, Chung Chung-Ching, Shang Colds, Wang Shu-Ho, Shang, Qin Zhizhen, Jingui, Matsuzawa, Seishu Hanaoka, Watanabe Hidetomi, Ho Chun, Fluid Medicine, Surgery Handbook, Ansei, Hua Shou, Expression, Art Club, Larynx, Xianzhang, Dong Fang, Methyl, Distribution Station, Tiananmen",1
42515,health_campaign,"Handwashing, Robert Hopkins, Patricia Stinchfield, Marla Dalton, Ryan Horey",1
42516,public_health,"Brant Herman, Healthy, Carolyn Brown, Michael Ventriello",1
42517,public_health,"Xavier Becerra, Joe Biden",1
42518,public_health,"Robert Kennedy, Bruce Dye, Brett Kessler",1
42519,public_health,"Healthy Returns, Subscribe, Donald Trump, Joe Biden, Robert Kennedy, Susan Collins, Katherine Newman, Kate Ryder, Ashley",1
42520,public_health,"Kx North, Michael Toscano, Donald Trump, Keyo Grady, Alex Tin",1
42521,public_health,"Dakar, Amadou Sall, Mark Feinberg, Pasteurdakar, William Dekker",1
42522,public_health,"Writer Mar, Heather Demorest, Healthy Gallatin",1
42523,public_health,"Frank, Jane, Jake",1
42524,public_health,Jacek Olczak,1
42525,public_health,"Stray Dogs, Robert Johnson",1
42526,public_health,"Juana Summers, Ari Hero, Donald Trump, Gabrielle Emanuel, Gabriella, Lawrence Gostin, Chang Huan, Ndas Roland",1
42527,public_health,,0
42528,public_health,"Ethel Maciel, Ribeiro, Vilza Costa",1
42529,health_campaign,"Kevin Beaty, Denverite, Christen Aldridge, Sheridan, Stranahan, Belmar Plaza, Lodo, Dickens Carolers, Mile Spirits, Lawrence St., Thompson Denver, Depech Mode, Matinee, Alex Songs, Bierstadt Lagerhaus, Whisky Wenches, Hound Distillers, Foxy, Art Detectives",1
42530,health_campaign,"Yogi Kushinagar, Yogi Adityanath, Cm Yogi, Narendra Modi, Holi, Mahatma Buddha, Kisan Nidhi, Mukhyamantri Awas, Ujjwala Yojana, Mukhyamantri Kanya, Modi Sarkar, Surya Shahi, Baldev Aulakh, Satish Sharma, Vijay Dubey, Rpn Singh, Vivekananda Pandey, Mohan Verma, Vinay Gaur, Kumar Kushwaha, Kumar Rai, Manish, Savitri Jaiswal, Devesh Chaturvedi, Valmiki Barrage, Jungle Khirkhia, Rajaram Road, Bihar Border, Kaptanganj-jhanga, Hotimpur-Gobarhi Road",1
42531,public_health,"Chris Bittle, Niagara, Carolyn Dyer",1
42532,public_health,"Mike Derkacz, Sabrina Romano",1
42533,public_health,Melody Ding,1
42534,public_health,Vivek Murthy,1
42535,public_health,"Chuck Schumer, Chuck, Bon, Stephen",1
42536,public_health,"Rudramurthy, Prasanna Katti, Eshwari Devi, Mannequins",1
42537,public_health,"Worcester, Marlena Pellegrino, Steward, Steward Healthcare",1
42538,public_health,"Yeny Tinoco, Julia Ampuero",1
42539,public_health,"Libreville Box, Daniel Gahouma, Igg, Kato, Katz, Trichuris, Ancylostoma, Dubini, Loa, Ivermectin, Gabon, Mayanga, Mbelnaletembe, Miura, Mori, Yongin, Kolmogorov, Trichiura Epg, Sdbioline Rdt, Elisa",1
42540,public_health,"Olivia Goodreau, Denise Erwin",1
42541,public_health,"Matt, Robert Kennedy, Doug Burgum, Doug Collins, Christopher Wray, Patel, Christopher Miller",1
42542,public_health,"Write, Robert Kennedy, Markey",1
42543,public_health,Kristen Currie,1
42544,public_health,"Lily, John Kerry, Hitler",1
42545,public_health,"Jerome Brookshire, Toni Eyssallenne, Legionnaire",1
42546,public_health,"Cortisol, Steven Novella, Size",1
42547,public_health,"Vanessa Rodriguez, Mahbuba Kahn, Genia Fick",1
42548,public_health,,0
42549,public_health,"Andy Leer, Zach Holdbrooks, John Belch, Menonite, Tina Siemans, The Holbrook, Covid Holbrook, Julie Carter, Holbert, Andy, Chris Gilson, Warmer, Tino",1
42550,public_health,"Layoffs Jun, Abby Tighe, Robert Kennedy, Andrew Nixon",1
42551,public_health,"Dominique Knowles, Tazz, Dominique, Derek Blue, Lamma, Zadie Smith, Kaii Higashiyama, Midori Hibiku, Noriyuki Pool, Lilac, Hannah Gallery, Salzburg, Galerie Layr, Klima Wien, Misako, Andrew Gallery",1
42552,public_health,Yellow Fever,1
42553,public_health,"Marcello Tonelli, Healio, Joaquin Barnoya, Www.who.int, News, Item, Healio Interviews, Healio Cme",1
42554,public_health,"Adofo Guzman-Lop, Adofo Guzman-Lopez, Rob Jones, Putin, Shen, Larry Mantel, Kaufman Org, Walton, Mafu Gusmanopezinf, Ellias, Bob Hebron, Bob",1
42555,public_health,"Tamara Hibbard, Flutter Fest",1
42556,public_health,Zach Holbrooks,1
42557,public_health,"St. Dupont, Manolito Simonet, Ivan Valiente, Vitier, Niurka, Llanes, Laritza Bacallao, Alisabeth Santiaguera, Max, Philip Ramos, Aaron Ignacio, Mohammed Mohebi, Habanos, Julieta, Hoyo Monterrey",1
42558,public_health,"Alexander Sundermann, Meet Sundermann, Alex Sundermann, Lee Harrison",1
42559,public_health,"Gene Hackman, Betsy Arakawa, Adan Mendoza, Josiah Child, Heather Jarrell, Jimmy Doyle, Little Daggett, I Sang, Norman Dale",1
42560,public_health,Spencer Cox,1
42561,public_health,"Sara Cody, Sara Rudman, James Williams",1
42562,public_health,"Pam Bondi, Addison Updated, Matt Gaetz, Donald Trump, Kim Rivers, Chris Christie",1
42563,health_campaign,Caitriona,1
42564,public_health,Gavin Newsom,1
42565,health_campaign,"Ron Desantis, Ron, Donald Biden, Donald Trump, Joe Biden, Bach, Wrinkles, Kate O'brien, Xi",1
42566,public_health,"Blocks Cuts, Donald Trump, Mary Mcelroy, Letitia James, Josh Shapiro, Leslie Kane",1
42567,public_health,"Youthful Bridges, Zhi Bing, Dong-E-E-Jiao Co., Ltd, Zhang Zhongjing, Dong-e-e-jiao, Fufang Fu, Jiao Jiang",1
42568,public_health,"Sameer Vohra, Eating",1
42569,public_health,,0
42570,public_health,,0
42571,public_health,Amal Qattan,1
42572,public_health,,0
42573,public_health,"Peter Zampa, Peter Rodee, Riley, Peter Anonymous, Mary, Vivek Murthy, Peter, Katherine Keyes, Arnold",1
42574,public_health,"Marker, Juan Vera, Casey Mcdonald",1
42575,public_health,"Uw Whitewater, Sanghee Park, Sanghee Uw, Corey Whitewater, Alberto, Eun Lee, Corey Davis, Michael Betker",1
42576,public_health,"Rob Davidson, Megan Ranney, Dean, Billy Mclaughlin, Laura Andreson, Deleteme, Christina Chen, Vanessa Grubbs",1
42577,public_health,"Info, Stephanos Kales, Stephanos Kyles, Roy Mac, Sherwin Williams, Sky Rizzi, Skyrizi, Chris",1
42578,public_health,"Kari Nadeau, Yannai Kashtan, Rob Jackson",1
42579,public_health,"Marcus Plescia, Brandy Darby",1
42580,public_health,"Catherine Shen, Ci Barry, Donald Trump, Janine Herbst, Yuki Noguchi, Joe Dn, Jana Raf, Jane Arraf, Nell Boyce",1
42581,public_health,"Stephane Dujarric, Antonio Guterres, Eyal Zamir, Clara Brugada, Ximena Guzman, Jose Munoz, Claudia Sheinbaum, Abdel-Fattah Al-Sisi, Shehbaz Sharif, Assad Al-Shibani, Ayman Safadi",1
42582,public_health,"Salvador Bou-Gauthier, Sal Bou, Kindergarten",1
42583,public_health,"Jana, Robert Kennedy, Julie, Dan, Katie Britt, Donald Trump, Dan Diamond, Julie Rovner, Ange Rasmuson, Virologist, Jen White",1
42584,public_health,Steven Stack,1
42585,public_health,Aurelia Nguyen,1
42586,public_health,"Lala Faldon, Steve Scape, Kurt Vonnegut, Billy Pilgrim, John Rich, Janan, Lesshan, Baum, Lee",1
42587,public_health,"Worldwide Linked, Sara Hyman, Lancet Ebiomedicine, Leonardo Trasande, The Hendrick, Beyond Petrochemicals, Audible, Jonathan Acevedo, Chiara Gianarelli",1
42588,public_health,"Duy Do, Nick Stucky, Truveta Studio, Henry Ford, Saint Luke",1
42589,public_health,"Biological E., Kashish Tandon",1
42590,public_health,Kevin Roy,1
42591,public_health,"Shalina Chatlani, Robert Kennedy, Related Health, Harsh, Scott Rivkees, Paul Offit, Ralph Abraham, Kathy Edmonston, Jill Hines, Kimberly Hood, Tate Reeves, Daniel Edney, Jeff Landry",1
42592,public_health,"Dan Jenkins, Linda, Joe Montana, Pier",1
42593,public_health,"Jack Ferguson, Jack, Tracy D.",1
42594,public_health,Elisa,1
42595,public_health,"Yasir Naqvi, Surrey, Wilson Miao, Justine Patterson",1
42596,public_health,Roberto Burioni,1
42597,public_health,"Reconstructive Microsurgery, Wald, Sajad, Li Al, Enterobacter, Harpole",1
42598,public_health,"Brian Mann, Brendan, Alex Kotowski, Krtolski, Joe Biden, Krotoski, Bertha Madras, Banksy",1
42599,public_health,"Amy Riccio, Homeless Liaison, Saint John, Joe Skur-Shess, Anita Knutson, Anita, Tyler Schmaltz, Karen Leier, Anna Knutson, Joe, Anna, Donald Trump, Ryan",1
42600,public_health,,0
42601,public_health,Annice Wallington,1
42602,public_health,"Jackie Mclean, David, Dph, Neda Diaz, Purple Day, Purple Heart, Northampton, Gabby Thomas",1
42603,public_health,,0
42604,public_health,"John Kirby, Dwight, Canaforda, Bernie Sanders",1
42605,public_health,"Keegan Gates, Nasir Davis",1
42606,public_health,Luciana Borio,1
42607,public_health,"Helen Branswell, Dan Flynn",1
42608,public_health,,0
42609,public_health,,0
42610,public_health,"Mary Conlon, Ap, Javier Arciga",1
42611,public_health,"Robert Kennedy, Brian King, Fort Smith, Mcevoy, Mark Strassmann",1
42612,public_health,"Lois Collins, Lone Star, Andrea Egizi, Alpha",1
42613,public_health,"George Dimopoulos, Yuemei Dong, Mary Kefi, Mihra Tavadia, Etienne Bilgo, Rodrigo Corder, John Marshall, Abdoulaye Diabate",1
42614,public_health,,0
42615,public_health,,0
42616,world_health_leadership,"Ashok Soota, Devi Shetty, Anindya Chowdhury",1
42617,public_health,"Windhoek, Kalumbi Shangula, Jean Kesaya, Lee Whitaker, Arikana Chihombori",1
42618,public_health,"Donna Hoyert, Verda Hicks, Gynecologists, Ashley Stoneburner, Dimes, Laura Riley",1
42619,public_health,"Donald Trump, Robert Kennedy, Jennifer Kates, Georges Benjamin, Bush, Reagan, Tom Frieden, Obama, David Chokshi",1
42620,public_health,"May News, Cho Hyun-Il, Ahn Byung-Sook",1
42621,public_health,"Travis Barker, Record Day, Brian Lee, Nick Mac, Dave Novoselic, Pat Smear",1
42622,public_health,"Donald Trump, Schukin, Jefferson Smith, Joe Biden, Tom Hartman, Marty Goldstein, Martin, Marty Pacom, Marty, Martins, Greta, Martoma, Tom, Jones Besito",1
42623,public_health,"Taika Waititi, Jimmy Yang, Lori Bergamotto, George, Robert Kennedy, Donald Trump, Richard",1
42624,public_health,,0
42625,public_health,"Kenny, Michelle Anstey",1
42626,public_health,"Vin, Bennett Mapel, Bennett",1
42627,public_health,"Mashpee, Sandwich, Robbie Goldstein, Mosquito Samples, Mosquito Bites, Repair Screens",1
42628,public_health,Digeni Avenue,1
42629,public_health,"Joni Ernst, Hegseth, Brian Hook, Anthem",1
42630,public_health,"Jim, Dan Bongino, Whit, Obama",1
42631,public_health,"Sheldon Whitehouse, Jack Reed, Congressmen Magaziner, Gabe Amo",1
42632,public_health,"Parkey, Robert Kennedy, Tony Moody, Mennonites, Tina Siemens, Leila Myrick, Ansley Klassen, Mary Politi, Andrea Ochoa, Ron Cook, Zachary Holbrooks, Davide Farnocchia, Apophis, Catherine Kyobutungi, Helen Intl, Jared Huffman, Susan Buchanan, Daniel Swain, Miyoko Sakashita, Juan Declet-Barreto, Donald Trump, Jeff Watters",1
42633,public_health,"Robert Kennedy, Donald Trump, Michael Connett, Megan Lebowitz",1
42634,public_health,Jonathan Maa,1
42635,public_health,"Jay Bhattacharya, Donald Trump, Jenna Norton",1
42636,public_health,"Tom Llamas, Robert Kennedy, Rachel Carson",1
42637,public_health,,0
42638,public_health,"Dave Burn, Chris Cuomo, Patrick Bet-David, Dave Smith, Joel Ellenwood, Smith, Tom Woods, Christian Malazarte, Don Lemon, Joe Rogan, Holden Culotta, Ivermectin, Sanjay Gupta, Dick Cheney, Dave, Chris, Boy Smith",1
42639,public_health,"Kat Cisar, Donald Trump, Mike Totaraitis, Totoraitis, Erik Svendsen, Robert Kennedy, Brenda Cassillius",1
42640,public_health,Robert Kennedy,1
42641,public_health,Nathan Anderson,1
42642,public_health,"Brooke Getty, Mimi, Yu Yee, Bailifeng",1
42643,public_health,"Raj Dasgupta, Sleepopolis, Relieve Ball",1
42644,public_health,Alison Athey,1
42645,health_campaign,"Moussa Abed, Michael Ryan, Bird Detected, Zheng Qinwen, Bakr Deeb",1
42646,public_health,"Mariana Acosta, Buenos Aires, Eduardo Lopez, Valeria Medina, Mosquito Dunks",1
42647,public_health,"Uma Kumar, Sangram Singh, Shekhar Kashyap, Pan Masala",1
42648,public_health,"Muhammed Ali, Jimmy Carter, Ifeanyi Nsofor, Ousmane Abdoulaye, Maryam S., Abraar Karan, Mahatma Gandhi, Martin King, Siqueira, Kumar Shrestha, Junaid Nabi, Atsbha Merhawit, Joe English, Child, Gabrielle Emanuel, Ari Daniel, Ruchi Kumar, Jill Langlois, Kamala Thiagarajan",1
42649,public_health,Serkan,1
42650,public_health,"Jean Kaseya, Marion Koopmans, Ben Oppenheim, Trudie Lang, Harun Tulunay",1
42651,public_health,"Eric Berg, Berg Nutritionals, Healthy Keto, Keto Blog, Electrolyte Powder",1
42652,public_health,"Vivian Perre, Bukavu, Hutu, Van Perre",1
