row_index,tag_name,persons,has_person
5275,public_health,"Duncan Miriri, Fitch, Marc Jones, Sharon Singleton",1
5276,public_health,"Katy Sinka, Neisseria Gonorrhoeae",1
5277,public_health,"Jonas Salk, Albert Sabin",1
5278,public_health,"George Brook, Gaba Rufai, Saldava",1
5279,public_health,"Tedros Ghebreyesus, Tedros",1
5280,public_health,"Erin, Peterson Alaska",1
5281,public_health,"Apsley, Mal",1
5282,public_health,"Royce Johnson, Kings",1
5283,public_health,"Henry Mcmaster, Edward Simmer, Anna Wilder, Nick Reynolds, Superintendent Spearman",1
5284,public_health,"Marcella Nunez-Smith, Ann Awalt, Kavita Bhavan, Peter O'donnell, Heather Kitzman, Ron Anderson, Head Birth",1
5285,public_health,"Tedros, Tutankhamun, Aswan Dam, Khaled Ghaffar, Russell Rabichev, Gurgu Cphone",1
5286,public_health,"Kelly Wroblewski, Robert Kennedy, Scott Becker",1
5287,world_health_leadership,"Monnieri, Alfa Chemistry, Tylor Keller",1
5288,public_health,Stacey Rizza,1
5289,public_health,"Donald Trump, Mike Stobbe, Amanda Seitz, Matthew Lee, Ellen Knickmeyer",1
5290,public_health,"Donald Trump, Phil Lyman, Doug",1
5291,public_health,Sacred Heart,1
5292,public_health,"Seth Martin, Alex Lebanon, Jay Cairelli, Shaun Mulholland, Alice Ely, Charlene Lovett, Wayne Macdonald, Mary Hakken-Phillips, Sue Prentiss, Jim Kofalt",1
5293,health_campaign,"Tom Perez, Whirlpool, Depot, Vela, Martha, Martha Stewart, Abe, Bart, Ron Parker, Chris Arco, Jason Smith, Harmon",1
5294,public_health,"Hydrogel, Ce Mark, Olivier Clerk-Lamalice, Bill Niland, Foley, Ibrahim Epidemiology, Care Res, Michael Depalma, Jessica Ketchum, Thomas Saullo",1
5295,public_health,"Principal Consultant, Continental Drive, Youtube Ankush",1
5296,public_health,"Brian, Kirk Npr, Raymond James, Laura, Michiko, Mahler, Mozart, Assab, Brynn Hollywood, Hayes Wbez, Morris, Malveaux, Susie, Michael",1
5297,public_health,Donald Dumford,1
5298,public_health,,0
5299,public_health,John,1
5300,public_health,"Joe Bamisile, David Evans, Nabil Rezqui, Joseph Bamisile",1
5301,public_health,Baylisascaris,1
5302,public_health,"David Muir, Eric Adams",1
5303,public_health,"Vanessa Rodriguez, Mahbuba Kahn, Genia Fick",1
5304,public_health,Pre-mets,1
5305,public_health,"Gilead’s Focus, Melissa",1
5306,public_health,"Yanomami, Maria Crespo",1
5307,public_health,"Justin Trudeau, Randall Bartlett, Tiff Macklem, Chrystia Freeland, Robert Asselin, John Manley, Steve Scherer, Aurora Ellis",1
5308,public_health,"Phil Primetime, Robert Kennedy, Jennifer, Donald Trump, Dan Wiggington, Jason",1
5309,public_health,"Ronnie Fields, Pinebluff, Tetrahydrocannabinol, Robbins, Mousa Shahbain, Raeford, Fares Saleh, Musaed Amer",1
5310,public_health,"Donald Trump, Francesca Albanese, Maher Ghanem, Basem Naim, Farhan Haq, Marco Rubio, Tammun",1
5311,public_health,"Jean Kaseya, Tedros Ghebreyesus, Christina Hutson",1
5312,public_health,"Taika Waititi, Jimmy Yang, Lori Bergamotto, Max, George, Robert Kennedy, Matt, George Gascon",1
5313,public_health,"Naman Shetty, Mokshad Gaonkar, Pankaj Arora",1
5314,public_health,"Stephane Dujarric, Antonio Guterres, Eyal Zamir, Clara Brugada, Ximena Guzman, Jose Munoz, Claudia Sheinbaum, Abdel-Fattah Al-Sisi, Shehbaz Sharif, Assad Al-Shibani, Ayman Safadi",1
5315,public_health,"Rip Duo, Duo Lingo, Dua Lipa, Matt Williams, Lily, Zari, Tesla Cybertruck, Kleenex Uk, Hallmark, Meow Mix, Chipotle Netflix, Til, Peanut, Baby Nut",1
5316,public_health,"Desmond Bai, Elian, Kenema, Gina Doug",1
5317,public_health,"Espn Bakersfield, Line, David Sully, Rock Burton, Greg Kerr, Buick Gmc, Kyle, Ryan Holt, Ryan, Don Matt, Colin Chuck, Colin, Sose",1
5318,public_health,,0
5319,public_health,Patrick Allen,1
5320,public_health,"John Leake, Peter Mccullough",1
5321,public_health,"Vishnu Sai, Sampatiya Uikey, Faggan Kulaste, Mohan Yadav, Jual Oram, Narendra Modi, Dharmendra Kumar, Guest, Durga Uikey, Savitri Devi, Hemadri Singh, Maha Camp, Ram Mandla, Madhya Pradesh, Anu Singh, Yogita Borkar",1
5322,health_campaign,"Srevic, Trends Wide, Safari",1
5323,public_health,"Measles Rubella, Yellow Fever, Deborah Barasa, Margaret Lubale, Tharaka Nithi, Muthomi Njuki, Susan Nakhumicha",1
5324,public_health,"Stacy Denson, Audrey Mcglinchy, Anna Connolly, Debbie Elliott, Ari, Donald Trump, Fotmtanaz, Joe Biden, Brett Schaffer, Peter Baker",1
5325,health_campaign,"Nour Al-Shabrawi, Ammar Ammar",1
5326,public_health,"Donald Trump, George Bush, Harry, Debra Brink, Rowan Martin-Hughes, Diana",1
5327,public_health,"Fermin Leguen, Cassius Lockett, Shelley Berkley, Councilwoman Summers-Armstrong, Councilwoman Diaz, Latinos, Grand Menorah, Shelly Berkley, Driver, Cecilio Padilla",1
5328,public_health,"Zelensky, James Water",1
5329,public_health,Manuel Antonio,1
5330,public_health,"Daniel Keay, Will Displayed, Daniel Keays",1
5331,public_health,"Poxviridae, Joe Papa, Amesh Adalja, Jenner, Generalized Vaccinia, Boxed Warning, Richard Lindahl",1
5332,public_health,,0
5333,public_health,"Saint Patrick, Steven Bailey, Richard Daily",1
5334,public_health,"Barrak Alahmad, Strategic Advisor, Tracie Wagman",1
5335,public_health,Wayne Nastri,1
5336,public_health,"Israelites, Matthew Henry, Hansen, Nicole Nordeman, God",1
5337,public_health,"Patricia, Patsy, Kathleen Harriman, Stinchfield, Diana Olson",1
5338,public_health,"Jessica Ho, Unhealthy Diet",1
5339,public_health,Cantinela,1
5340,public_health,"Spencer Cox, Brad Kessler, Robert Kennedy, Stephanie Gricius, Lorna Koci, Rodney Thornell",1
5341,public_health,Muenster,1
5342,world_health_leadership,"Derek Carr, Heather, Tyler Shough, Jim Talks, Draft Picks, Raiders, Browns, Nick Chubb, Ashton Jeanty",1
5343,public_health,"Mouse-Borne Disease, Gene Hackman, Betsy Arakawa, Erin Phipps",1
5344,public_health,"Mmr Vaccine, Robert Kennedy",1
5345,public_health,"Adult Size, Valneva Se, Panacea Biotec, Human Papillomavirus, Zoster, Tracking Package, Oliver Guirdham",1
5346,public_health,"Salvador Bou-Gauthier, Sal Bou, Kindergarten",1
5347,public_health,,0
5348,public_health,Javid Javdani,1
5349,public_health,,0
5350,public_health,,0
5351,public_health,,0
5352,public_health,"Zan Jones, Deontae Dodd-Hrobowksi, C. Koop, Richard Carmona",1
5353,public_health,"Akaela Lieth, Sue Pedersen, Pederson",1
5354,public_health,"Donald Trump, Ron Desantis, Nikki Haley, Jay Ruais",1
5355,public_health,"Emma Carli, Sergio Mattarella, Orazio Schillaci, Advocacy Lobbying, Paolo Zangrillo, Ignazio Russa, Massimiliano Fedriga, Marcello Gemmato",1
5356,public_health,Ronda Dean,1
5357,public_health,"Grandma, Conall Watson, Dalton",1
5358,public_health,"Jeff Hewitt, Cameron Kaiser, Martin Kulldorff, Sunetra Gupta, Jay Bhattacharya",1
5359,public_health,"Thomas Head, Fluzone High-Dose, Evan Berland, Timothy Gilbert, Kudsk Larsen, Kaisserian, Felix Lauscher, Keita Browne, Nathalie Pham, Tarik",1
5360,public_health,"Vijay Naik, Exam Prep, Nails Prep, Vijay, Quick Reviews, Matt Peters",1
5361,public_health,"Cholera Outbreak, Haitham Ibrahim, Zamzam",1
5362,public_health,"Rabbi, Rabbi Tastic, Park, Joseph, John Catsimatidis, Tell Harris, Susan Miller, David Paterson, Kurt, Eric Adams, A Tank, Parker, Sato",1
5363,public_health,"Billie Whitehurst, Steve Hurwitz",1
5364,public_health,"Theee, Charles Vallow, Alex Cox, Audrey Tackett, Audrey, Matt",1
5365,public_health,"Muyi Aina, Kebbi, Bayelsa, Width, Muhammad Pate, Eduardo Celades, Olugbenga Mokuolu",1
5366,public_health,Peter Hotez,1
5367,public_health,"Erika Dickerson-Despenza, Danielle A, Marion Armstrong, Plum Baba, Plum, Sharing, Annie, Big Ma, Nadir Bey, Marion, Hailey Laroe, Danielle Drakes",1
5368,public_health,"Marion Nestle, Meg Tirrell, Emerita, Kevin Hall, Jennifer Lai",1
5369,public_health,"Axel Grael, Augusto Cesar, Penha Hill, Favelas, Luciano Moreira",1
5370,public_health,"Andrew Wakefield, Robert Kennedy, Measles Spread",1
5371,public_health,"Junbo Ge, Jonathan Weir-Mccall",1
5372,public_health,"John Hopkins, Robert Juhasz, Marc Hahn, Robert White, Edward O'connor, Jennifer Lindholm",1
5373,public_health,,0
5374,public_health,Mary Lowell,1
5375,public_health,Christi Closson,1
5376,public_health,"Niv Shah, Andrew Peck, Pekar, Will Stone",1
5377,public_health,Ankita Kadakia,1
5378,public_health,"Vang Vieng, Methanol",1
5379,public_health,"Yuri Fesko, Elizabeth Marlowe",1
5380,public_health,"Mark Willig, Wiskott-aldrich, Lifesciences, Healthtech, Sean Sandin",1
5381,public_health,"Donald Trump, Marty Makary, Dave Weldon, Janette Nesheiwat, Robert Kennedy, Terri Schiavo",1
5382,public_health,"Bird Found, Tyler Harper",1
5383,public_health,"Collagen Koski, Park, Jake Trees",1
5384,public_health,"Brii, Zhi Hong",1
5385,public_health,"Olusimbo Ige, Greg Abbott, Alex Normington, Annie Gomberg, Sophia Tareen, Mike Stobbe",1
5386,public_health,"Entecavir, Zydus Cadila",1
5387,public_health,"Robert Kennedy, Andrew Nixon, Reagan, Arthur Caplan, Jen Kates, Donald Trump",1
5388,public_health,,0
5389,public_health,"John, Donald Trump, Hizballah, Bennu, Sarah Russell",1
5390,public_health,"Cecilia Ramirez, Chris, Shayla Lampley, Chris Williams",1
5391,public_health,"Taika Waititi, Jimmy Yang, Lori Bergamotto, George, Robert Kennedy, Matt Gutman, Matt, George Gascon, Lyle, Nathan Hochman, Jones",1
5392,public_health,"Donald Trump, Joe Biden, Joseph, Herzog, Johnny Gaudreau, Sean Higgins, Matthew, Mike, Ron Desantis, Kathy Hochul",1
5393,public_health,"Kwame Raoul, Truth Initiative, Kathy Crosby",1
5394,public_health,"Anthony Anderson, Cedric, Nancy Giles, Clifton Davis, Tamara Tunie, Duplaix, Karla Mosley, David Begnaud",1
5395,public_health,Julien Sudre,1
5396,public_health,"Michael Kramer, David Goodman, Lara Anton, Bob Mclaughlin",1
5397,public_health,Ben Alsdurf,1
5398,health_campaign,"Kayakalp Award, Narendra Modi, Shivaji Nagar, The Award, Sandhya Rani, Kayakalp, Mehmood Sen, Nafisa Begum",1
5399,public_health,"Robert Junior, Donald Trump, Ashish Ja, Joe Biden, Robert Kennedy, Mccary, Marty Macrae, Remos",1
5400,public_health,"Sarah Mccammon, Rob Stein, Rene Papanikolas, Pap Nicholas, Donald Trump, Robert Junior, Ellen Mera, Robert Kennedy, Stem, Rob Npr",1
5401,public_health,"Isaac Fitzgerald, Jasmine Guillory, Bradley Whitford, Jasmine Snow, Robert Kennedy, Savannah",1
5402,public_health,"Landon Rodgers, Willow Springs, Lisa Gill",1
5403,public_health,,0
5404,public_health,"Neck Surgery, Civili Brescia, Kaplan, Karl Storz, Mann, Wang Al, Kroon, Solis-pazmino, Carvalho Moreira, Sousa Menezes, Esteves Costa, Breda, Dias, L., Dass, Singhal, G., Caruso, Lambert, Ali, Ahmad, In. Canal, Mg. Single, Laryngol, Mes, Van Langenberg, Jj. Cholesteatoma, Lee, J., Kim, Yh. Comparison, Cohen, Neurotol, Mofti, Alhatem, Zabidi, M. Non-Echo, Tan, Emmett, Faber, Bd. Recurrence, Drozdziewicz, Tos, M. Cholesteatoma, B., Zhou, Y., Zou, W., Greco, Maniaci, Mat, Gargula",1
5405,public_health,"Dale Willman, Matthew Allen, Berger, Joe Shaman, Livelsberger, Zev, Jennifer Ludden, Bourbon Street, Quentin, Genus Snow, Zeev, Jennifer Npr, Becky Sullivan, Mu Wazi, Yun, Rachel Triesman",1
5406,public_health,"Merck Kgaa, Bruker, Biobase Biodusty",1
5407,public_health,"John Morgan, Ronald Dumas, Kathy Hochul, Ike",1
5408,public_health,"Nicasio, Billy, Clayton Barry, Raymond Case, Dave, Mike Smith, Ronald Reagan, Mike, Trojan, David, Bush, Dan",1
5409,public_health,"Benjamin Netanyahu, Jonathan, Hert Goldberg, Lucy Williamson, William Williamson, Donald Trump, Jason Derose, Kamala Harris, Jim Ball, Jason Npr, Sydney Lumpkin, Lily, Robert Steinberg",1
5410,public_health,"Robert Kennedy, Greg Abbott, Donald Trump, Patricia Stinchfield, Kevin Griffis, Jason Mcdonald, Carlos Rio, Anne Schuchat, Alex Azar, Josh Green, Jim Pillen, Oxiris Barbot",1
5411,public_health,Annie Kennedy,1
5412,public_health,"Twisty, Bill Foege, Mahendra Dutta, Yogesh Parashar, Shahidul Khan, Rahima Banu",1
5413,public_health,"Volodymyr Zelensky, Depa Chevron, Charles Mains, Dmitri Peskov, Donald Trump, Vladimir Putin, Jess Madre, Jess Madore, Brad Bird, Brett Burt, Hans Anderson, Jack Spear, Walter Sales, Fernando Torrez, Noel King, Elizabeth, Sephora",1
5414,public_health,"Bradley, Ahmad, Myself, Ahmed, Jessi Mitchell",1
5415,public_health,"Brandon Williams, John Walsh, Breanna Stewart, North Syracuse",1
5416,world_health_leadership,"Vivek Murthy, Kivil Stasik, Stasik, Something Stasik, Leigh Richardson",1
5417,public_health,Deborah Brutchey,1
5418,public_health,"Defunct, Orphan Wells",1
5419,public_health,"Hickman, Veterinarian Don",1
5420,public_health,,0
5421,public_health,"Latinaba, Mariano Zarzecki, Thomas",1
5422,public_health,"John Chapman, Johnny Appleseed, William Taft, Douglas Macarthur, Franklin Roosevelt, Mikhail Gorbachev, Konstantin Chernenko, Joe Marquette, Janet Reno, Slobodan Milosevic, Michelle Bachelet, Xi Jinping, Ivan Fedorov, Sergei Ilnitsky",1
5423,public_health,"Stacey Lynn, Peter King, Amanda Statin, Mahmud Kallio, Donald Trump, Tulsi Gabbert, Gabbard, Len Gower, Sackler, Mary Hughes, Mike Dewald, Newsom, Joe Moreno, Larry Gersten",1
5424,public_health,"Helga Fogstad, Li Liu, Ole Norheim",1
5425,public_health,Hamid Jafari,1
5426,public_health,"Donald Trump, Robert Kennedy, Doug Burgum, Matt Gaetz, Matt, Brown Acres",1
5427,public_health,"Joe Cash, Christian Schmollinger",1
5428,public_health,"Zero Overdose, Pear Suite, Tom Mccary, Lauren Burke",1
5429,public_health,"Michelle Valles, Michelle, Kathryn Barger, Lindsey Horvath, Marty Mcfly, Janet Evans, Pomona",1
5430,public_health,Nuria Gayan,1
5431,public_health,,0
5432,public_health,"Robert Beiswenger, Todd Achilles",1
5433,public_health,,0
5434,public_health,"John Gillard, Haemoglobin, Louise Tallon, Eric Ribner, Dave Gentry",1
5435,public_health,"Hansen, Alice Cruz, Takahiro Nanri, Yohei Sasakawa, Al Kadri, Evarestus Nwakaego",1
5436,public_health,"Jazmin Rodriguez, Newsom Boosted, Gavin Newsom, Angela Hart, Set Rule, Christian Jenkins, Creitz, Luthra, Tammy Baldwin, Fernando, Preeclampsia, Umrah, Van Beusekom, Bird Virus, Levine, Hartman, Crain, Glodowski, Carson, Herman, Ascension, Royce Lee, Lovelace, Optum Rx, Bernie Sanders, Warm Weather, Keyser, Grandoni, Lose Medicaid, Gill, Cuno-booth, Arenas, Linda Gibson, Howard, Immunologists Keep, Merelli, Wosen, Mcfarling, Joe Biden, Donald Trump, Achenbach, Johnson, Mckinsey, Grace Lo, Aubrey, Mccarthy, Editorial, Matt Eich, Bryce Covert, Elsa Sites, Hilary Hatch",1
5437,public_health,Foster,1
5438,health_campaign,"Brescia, Salute Anci",1
5439,public_health,"Daniela Garone, Philippe Barboza, Michael Osterholm, Allyson Russell, Livia Tampellini, Ralph Ternier, Zanmi Lasante",1
5440,public_health,"Ruth, Donald Trump, Ashley Middle, Sheboygan, Roxanne, Rodney, Michael Main, Saint Marie, Bush, Saint Mary, Murray",1
5441,public_health,"Karla Helms, Allan M.",1
5442,public_health,"Boris Johnson, Sturgeon, Humza Yousaf, Heather Hallett",1
5443,public_health,,0
5444,public_health,"Novartis East, Rashed Alsuwaidi, Mohamed Eldin",1
5445,public_health,"Joe Pags, Robert Kennedy, Donald Trump, Joe Pag",1
5446,public_health,Global Disease,1
5447,public_health,"Nigel Farage, David Bell, Donald Trump, David",1
5448,public_health,"Natalie, Martyn Evans, Jeremy Corbyn",1
5449,public_health,,0
5450,public_health,,0
5451,public_health,"Robert Kennedy, Donald Trump, Tommy Thompson, George Bush, Bobby Kennedy, Donna Shalala, Bill Clinton, Joshua Sharfstein, Barack Obama, Deborah Blum, Edward Berkowitz, Teddy Roosevelt, Dwight Eisenhower, Jimmy Carter, Emily Hilliard, Kathleen Sebelius, Roger Severino",1
5452,public_health,"Salesforce, Tom Busby, Jack Arnold, Jack, Ben, Arvin",1
5453,public_health,"Agday An, Robert Kennedy, Donald Trump, Jim Whitmire, Beck, Commodity Classic, Rudy Salas, David Valadao",1
5454,public_health,"Manabi, Ryan, Rufus Williams, Bush, Andy, Dan Don, Dennis Mccallum, Mac, Matt",1
5455,public_health,"Cherian Varghese, Naveen C, Bhuvaneswari Balasubramanian, Jaya Singh, Apurva Chandra, Mohfw, Latha Ganapathy, Ayako Inagaki, Dinesh Arora",1
5456,public_health,"Danny Burstein, Tony, Kamala, Ashley Adams, Ashley, Terrence Everett, Celine Gounder, Zachary, Olson, Tim Walz",1
5457,public_health,"Caitlyn, Nicole, Caitlin, Kaitlan",1
5458,public_health,"Robert Kennedy, Donald Trump, Todd Blanche, John Sauer, Matt Gates, Doug Burgum, Mark Field, Diego, Buck, Alex Bernson, Alex Prince, Clay Travis, Alex Barnson, Buck Sexton, Chok, Ginger, Dinaviite",1
5459,public_health,"Janet Hoek, Emmanuel Benson, Emmanuel",1
5460,health_campaign,"Ayadil Saparbekov, Gabrielle, Gareth Jones",1
5461,public_health,"Highlights Globally, Robert Jackson",1
5462,public_health,"Kristen Buskirk, Van Buskirk, Keith Wilson, Stephanie, Nicole Cruz",1
5463,public_health,"Robert Kennedy, Daisy, Abbott, Fehrs, Emily Carter",1
5464,public_health,Katherine Wells,1
5465,public_health,,0
5466,public_health,Xavier Becerra,1
5467,public_health,Kamala Harris,1
5468,public_health,"St. Patrick, Breezy, Liz Bonis, Robert Frank",1
5469,public_health,"Queen, Dylan",1
5470,health_campaign,"Tedros Ghebreyesus, John Crickx, Philippe Lazzarini, Unrwa, Tedros",1
5471,public_health,"Sistan, Tasnim, Jaish Al-Zulm, Alireza Daliri, Baluchestan, Ali Ismail, Mohamed Al-Taishi, Alaa Nugud, Mohamed Dagalo, Adam Al-Hilu, Mega Channel, Chhea Keo, Cherdchai Chaivaivid, Donald Trump, Leo Sorokin",1
5472,public_health,"Charles Raison, Syed Rab",1
5473,public_health,"Iona Munjal, Javier Diez-Domingo, Eduardo Fergie, Antoni Torres, Bassam Mahboub, Hammam Haridy, Maroun Farah, Andre Fe",1
5474,public_health,"Margaret Carrero, La, Karen Bass, Kristen Crawley, Craig Wigner, Kristen Crowley, Tyler Eisen, Hall, Craig, Tracy Park",1
5475,public_health,"Hmm, Nooooo, Bounty, David, David Schechter, Charmin Ultra, Charmin Strong",1
5476,world_health_leadership,"Indy, Meredith Kuhl, Bloomington, Joe Hogsett, Indy Network, Tauhric Brown, Romy Bernard-Tucker",1
5477,public_health,"June Grosso, Robert Kennedy, Donald Trump, Letitia James, Harry Nelson, Nelson Hardiman, Harry",1
5478,public_health,"Jesse Mitchell, Gene Hackman, Betsy Arakawa, Jonathan Vigliotti, Jonathan, Tom Hanson, Kimberly Sullivan, Kim, Sullvan, Colonial Penn",1
5479,public_health,Diphtheria,1
5480,public_health,"Acton, Mike Dewine",1
5481,public_health,"Spencer Cox, Robert Kennedy, Brett Kessler, Stephanie Gricius",1
5482,health_campaign,,0
5483,public_health,Blog,1
5484,public_health,"Bruce Lanfier, Lanfer, Pfas, Joe, Terry Grayden, Lorraine, Neil Frankel, Alicia Kay, Terry Graydon, Joe Crayton",1
5485,public_health,"Joe Biden, Scott",1
5486,public_health,Antonio Guterres,1
5487,public_health,,0
5488,public_health,Rogerio Gaspar,1
5489,public_health,"John, Gaskin, Holly Wilcox, Brian Capillo, Martinez, Michel Mar., Ququick Roosevelt, Monticello, Kx Monroe, Ku Logan",1
5490,public_health,"Paul Song, Denise Chua, Kevin Gardner",1
5491,public_health,"Nandi Hills, Bernard Kitur, Kes",1
5492,public_health,"Jamey Swiss, Jamey Keaten, Quique Bassat, Bhargavi Rao, Coartem",1
5493,public_health,"Joshua Milner, Jordan Orange",1
5494,public_health,"Walker Bragman, Alex Kotch, Important Context, Peter Hotez, Peter Daszak, Peter Daszk, Robert Morris, Andy Izenson, Michael Nyu, Jahan Sharif, Olivia Riggio",1
5495,public_health,"Bird Detected, Kim Reynolds",1
5496,public_health,"Karen Lucas, Ted",1
5497,public_health,"Laura Bender, Harold Wimmer, Laura Kate",1
5498,public_health,"Karsyn Everyone, Park Ave",1
5499,public_health,,0
5500,public_health,"Covid Marcus, Inside Washington, Donald Trump, Margaret Harris, Joe Biden, Tom Bollyky, Lawrence Gostin",1
5501,public_health,"Robert Califf, Brian King, Jim Mckinney",1
5502,public_health,"Dimie Ogoina, Clade Ib, Miguel Paredes, Salim Karim, Emmanuel Nakoune",1
5503,public_health,"Alto, Cohen, Amit Etkin, Alto Neuroscience, Michael Browning, Dphil",1
5504,public_health,"Gareth Jones, Choking, Nasal Spray, Stimulant, Opioid Overdose, Overdose Basics",1
5505,public_health,"Kim, Katy Perry, Kamala",1
5506,public_health,"Donald Trump, Marco Rubio, Robert Kennedy, Ahmed Abouleneinediting, Alexandra Hudson",1
5507,public_health,"Lisa Lisa, Michael Breus, Lisa Velez, Hegseth, Ron Desantis, Whoop",1
5508,public_health,"Geoff, Robert Robinson, Conan O'brien, David Brooks, Jonathan Capehart, Dorothy, Robert Kennedy",1
5509,public_health,"Creative Biogene, Glaxosmithkline Plc, Johnson, Mission Suraksha, Vaccine Manufacturers",1
5510,public_health,Ar,1
5511,public_health,"Tyree Simmons, Christine Walker, Patsy Austin-Gatson, Cunningham, Lilburn",1
5512,public_health,"Robert Kennedy, Spencer Cox, Lee Zeldin",1
5513,public_health,"Honolulu Star-Advertiser, Log In, Bill Express, Ala Moana",1
5514,health_campaign,"Alberta Primetime, Michael, Daniel Smith, David Shepherd, Leon, Marissa, Luke",1
5515,public_health,"Africa Cdc, Ngashi Ngongo, Jean Kaseya, Anait Miridzhanian, Jonathan Oatis",1
5516,public_health,"Catherine Russell, Tedros Ghebreyesus",1
5517,public_health,"Peter Embarek, Ben Embarek, Zhang Yongzhen, Zhang, Edward Holmes, Liang Wannian, Liang, Bruce Aylward, Tedros Ghebreyesus, Tedros, Cheng",1
5518,public_health,Brandon Shoupe,1
5519,public_health,Jonathan Maa,1
5520,public_health,"Matthew Campen, Nature, Theodore Henry, Oliver Jones, Transmitter",1
5521,public_health,,0
5522,public_health,"John Mcdonough, Rebecca Moore",1
5523,public_health,"Brian Toomey, Brian, Dawn Berg, David Vliet, Amanda Lefever",1
5524,public_health,"Anthony Ross, Anthony Health",1
5525,public_health,"Moline, Nick Hajj, Levy",1
5526,public_health,"Billiance Chondwe, Pastor Billy, Chris Zimba, Theresa Mwanza, Theresa, Mary Mayongana, Mary, Alice Nyandwa, Kabamda, Alice, Oswell Sindaza, Oswell, Brian Chiluba, Brian, Geoffrey Chanda, Geoffrey, Roi Silunyange, Mary Tembo, Catherine Mwaloe, Lately Catherine",1
5527,public_health,Donald Trump,1
5528,public_health,"Chien-Huei Huang, Cox",1
5529,public_health,"Neisseria Gonorrhoeae, Christof Hauck, Thomas, Ann-Kathrin Mix, Nguyen, Muenzner, Mayer, Nature Microbiology",1
5530,public_health,,0
5531,public_health,"Salt Path, Raynor Winn, The Path, Gillian Anderson, Jason Isaacs, Moth, Cooper, Tim, Sally Walker, Ros Hemmings, Ros, Martin Hemmings, Raynor, Hemmings, Landlines, Michele Hu, Hemmingses, Sally Ann, Ray",1
5532,public_health,"Jose, Nick Diamond, Keletso Makofane",1
5533,public_health,"Donald Trump, Benjamin Netanyahu, Del Alhaji, Michael Cook, Quart, Borcina Faso, Michael Cooke, Darwin, John Scopes, Murraybank, Yarl, Pamela Moon, Mary Kelly, Shington, Juana Summers, Greg Allen, Greg, Brad Philip",1
5534,public_health,"Robert Children, Bread, Shelley Capito, Tammy Baldwin, Robert Aderholt, Rosa Delauro, Dietitian Nutritionist, Deanne Brandstetter, Nwando Olayiwola, Eric Mitchell, Farm Bill, Snap-ed, Eugene Cho, Joshi, Joseph Nadglowski, Chef Nelson",1
5535,public_health,"Tt Iaro, Envirmenton Meaninanytg, Hiergh Li, Rtceainl, Robert Kennedy",1
5536,public_health,Ruediger Krech,1
5537,public_health,"Goodwin, Michael Pardales, Vivienne, Dean, Karyn Therrien, Saud Anwar, South Windsor",1
5538,public_health,"Jean Egargo, Egardo, Boyd Cerro, Chiradee Claridad",1
5539,public_health,Jeff Leggit,1
5540,public_health,"Suzanne Weinert, Dana Lasenby",1
5541,public_health,"Billie Whitehurst, Steve Hurwitz",1
5542,public_health,"Sania Nishtar, Paul Chaplin",1
5543,public_health,Donald Trump,1
5544,public_health,"Scott Salo, Avenida Marginal, Tom Lantos, Henry United, Jamie Legier, Fr Doc",1
5545,public_health,"Matthew Goler, Spencer Read, Einstein, Aaron, Mickey Mouse, Disney Lan, Jimmy Kimmel, Donald Trump, Michelle Obama, Warden",1
5546,public_health,"Jessica Page, Sudden Infant, Cuddle Cots, Share Parents",1
5547,public_health,"Abassi Feinberg, Aaron, Courtney, Aaron Blips, Gruber",1
5548,public_health,"C. Community, Workshop, Dotcom, Fda Flora, Anthony Pace, Anthony Billy",1
5549,public_health,"Don Cilla, Amro Albanna, Jurgen Froehlich, Prakash Gowd, Mullin, Nelson Llp, Jenna Mcneil",1
5550,public_health,"Wei Al., Yin Al., Kiang Al., Zhou, Cheng, Liu Al., Interdonato Al., Arenas, Hazarie Al., Chen Al., Grantz Al., Shi Al, Cot Al., Ilin, Stenseth Al, Hufnagel, Lan, Russell Al., Wei, Iyaniwura Al., Li Al., Silva, Ribeiro, Albert, Jia Al, Levin, Durrett, Shervashidze Al, Shervashidze, Bergstrom, Wang Al., Brockmann, Node V, Node, Recovered",1
5551,public_health,Julie Brinker,1
5552,public_health,"Anthony Fauci, Lawrence O'donnell, Sizanani Award, Philip Lilienthal",1
5553,public_health,"Needs Survey, Jp Leider",1
5554,public_health,"Robert Junior, Robert Kennedy, Reagan",1
5555,public_health,,0
5556,public_health,"Nkgen Biotech, Denise Chua, Kevin Gardner",1
5557,public_health,Pathway,1
5558,public_health,"Abraar Karan, Anne Rimoin, Tarik, Amira Roess",1
5559,public_health,"Grow, Koninklijke Nv, Mode, Cloud-based, Oliver Guirdham",1
5560,public_health,"Lana Payne, Samia Hashi",1
5561,public_health,"Donald Trump, Andrew Denver, Robert Kennedy, Andrew",1
5562,public_health,"Jessica Milani, Jessica, Ramstein, Brian, Somebody, Jessica Melania, Lee",1
5563,public_health,"Susan Hopkins, Christine Middlemiss, Andrew Gwynne",1
5564,public_health,"Scott Harris, Kamala Harris",1
5565,health_campaign,"Chandrachud, Sadbhavana, Sashaktikaran, Kumar Sharma, Tanuja Nesari",1
5566,public_health,Katherine Bligard,1
